No.	Phrase	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
1167	完全沒有尊重	2.556	6.571	0.497	0.495
1168	很不尊重	2.556	6.750	0.497	0.433
1169	相當不尊重	2.444	6.444	0.497	0.497
1170	最不尊重	2.750	6.929	0.354	0.495
1171	超不尊重	2.500	7.167	0.5	0.577
1172	超級不尊重	2.556	7.000	0.685	0.667
1173	極度不尊重	2.000	7.125	0.0	0.781
1174	蠻不尊重	3.556	5.444	0.497	0.497
1175	太沒有尊嚴	2.929	6.571	0.175	0.416
1176	好沒尊嚴	3.000	5.543	0.294	0.475
1177	更沒尊嚴	3.278	6.167	0.583	0.745
1178	很沒尊嚴	2.778	6.357	0.629	0.44
1179	很沒有尊嚴	2.640	6.063	0.436	0.165
1180	最沒尊嚴	3.211	6.371	0.428	0.56
1181	超沒尊嚴	2.643	7.056	0.44	0.598
1182	更沒有悲觀	5.271	5.014	0.711	0.794
1183	比較不痛	4.700	4.000	0.9	0.816
1184	稍微不痛	4.650	5.150	0.684	0.843
1185	較不痛	5.750	4.188	0.433	0.348
1186	十分不舒服	2.750	5.938	0.512	0.726
1187	太不舒服	2.750	6.111	0.512	0.737
1188	比較不舒服	4.000	4.857	0.0	0.639
1189	更不舒服	3.063	5.375	0.165	0.484
1190	更加不舒服	3.222	5.833	0.416	0.577
1191	非常不舒服	2.375	7.000	0.484	0.866
1192	很不舒服	2.688	5.333	0.556	0.471
1193	相當不舒服	2.556	5.889	0.497	0.875
1194	挺不舒服	3.400	4.889	0.49	0.737
1195	超不舒服	2.375	6.714	0.484	0.452
1196	越不舒服	3.300	5.583	0.406	0.607
1197	極度不舒服	2.333	6.929	0.471	0.776
1198	蠻不舒服	3.389	5.000	0.458	0.667
1199	超級不舒服	2.333	7.111	0.471	0.737
1200	有點不開心	4.000	5.357	0.0	0.693
1201	非常不開心	2.667	7.167	0.471	1.155
1202	很不開心	2.444	6.778	0.497	0.416
1203	相當不開心	2.556	7.375	0.685	0.484
1204	超不開心	2.600	7.389	0.49	0.875
1205	蠻不開心	3.400	5.688	0.49	0.428
1206	超級不開心	2.333	7.056	0.471	0.762
1207	還不能亂	4.500	5.417	0.447	1.017
1208	比較不傷	4.950	4.688	0.907	0.428
1209	較不傷	4.257	4.378	0.392	0.437
1210	比較沒傷害	4.856	4.800	0.753	0.445
1211	比較沒有傷害	5.000	5.900	0.764	0.2
1212	最沒傷害	5.289	6.125	0.659	0.894
1213	尤其不想	3.714	4.929	0.647	0.623
1214	有點不想	4.000	4.583	0.0	0.731
1215	老不想	4.286	4.800	0.247	0.748
1216	完全沒想	4.222	3.583	0.885	0.607
1217	完全沒有想	4.588	4.289	0.437	0.731
1218	更不想	4.250	5.667	0.612	0.553
1219	更加不想	3.357	5.500	0.639	0.5
1220	更沒有想	4.643	5.000	0.639	0.548
1221	怪不想	4.083	5.417	0.186	0.449
1222	非常不想	2.950	6.250	0.723	0.968
1223	很不想	3.611	5.586	0.574	0.677
1224	特別不想	3.625	6.000	0.484	0.707
1225	超不想	3.188	6.500	0.348	0.5
1226	超級不想	2.556	6.571	0.437	0.678
1227	越不想	3.989	4.111	0.679	0.698
1228	愈不想	3.778	5.071	0.583	0.863
1229	極度不想	2.838	6.333	0.331	0.687
1230	還不想	4.550	4.000	0.472	0.707
1231	還沒想	4.643	3.286	0.35	0.364
1232	還沒有想	4.389	4.125	0.458	0.65
1233	蠻不想	3.611	5.188	0.458	0.933
1234	最不想	3.857	5.000	0.35	0.707
1235	太沒愛	3.450	5.729	0.496	0.878
1236	太沒有愛	2.625	6.556	0.484	0.497
1237	比較不愛	4.000	3.833	0.0	0.577
1238	比較沒愛	3.863	4.000	0.328	0.756
1239	比較沒有愛	3.963	5.000	0.579	0.707
1240	更不愛	3.100	5.813	0.735	0.704
1241	更沒愛	3.250	5.500	0.5	1.195
1242	很不愛	2.167	6.813	0.471	0.747
1243	很沒愛	3.329	5.517	0.709	0.71
1244	特別不愛	2.111	6.714	0.737	0.452
1245	最不愛	2.000	6.750	0.782	1.061
1246	最沒愛	2.600	6.700	1.091	0.51
1247	超不愛	2.500	7.125	0.5	0.599
1248	超級不愛	2.875	6.750	0.599	0.433
1249	越不愛	2.875	5.938	0.415	0.583
1250	較不愛	3.722	5.222	0.671	0.885
1251	很沒有愛	2.778	6.000	0.786	0.816
1252	太沒愛心	3.000	6.643	0.471	0.639
1253	很沒愛心	3.278	5.667	0.416	0.471
1254	更沒感情	3.500	6.313	0.5	0.788
1255	很沒感情	3.438	6.188	0.39	0.788
1256	很沒有感情	3.250	5.667	0.5	0.799
1257	超沒感情	2.911	6.500	0.687	0.463
1258	還不感謝	4.625	6.000	0.65	0.0
1259	更沒煩惱	5.586	6.144	0.416	0.821
1260	完全不能解決	2.556	6.000	0.497	0.756
1261	完全沒有解決	3.063	6.563	0.165	0.583
1262	還不能解決	3.667	4.625	0.471	0.484
1263	還沒解決	4.000	4.750	0.0	0.433
1264	還沒有解決	4.000	5.000	0.0	0.0
1265	完全沒遇到	5.000	5.000	0.0	0.756
1266	還沒遇到	4.938	3.444	0.165	0.497
1267	還沒有遇到	4.938	3.625	0.165	0.484
1268	還沒有遊戲	4.900	4.500	0.141	0.5
1269	比較沒有對	3.929	5.083	0.821	0.607
1270	有點不對	4.000	4.056	0.0	0.831
1271	有點沒有對	4.357	4.500	0.226	0.559
1272	完全不對	2.556	5.625	0.497	0.696
1273	完全沒對	3.175	6.063	0.307	0.726
1274	完全沒有對	2.778	5.833	0.629	0.373
1275	稍微不對	4.050	4.363	0.132	0.412
1276	還不滿足	3.500	5.357	0.5	0.789
1277	還不能滿足	4.667	4.522	0.783	0.498
1278	比較不滿意	4.000	4.944	0.0	0.685
1279	有點不滿意	4.000	5.000	0.0	0.0
1280	很不滿意	2.444	6.500	0.497	0.667
1281	相當不滿意	2.722	6.444	0.533	0.497
1282	越不滿意	3.333	5.889	0.471	0.737
1283	極度不滿意	1.625	7.429	0.484	0.495
1284	較不滿意	4.000	4.625	0.0	0.484
1285	還不滿意	3.500	5.625	0.5	0.696
1286	最不滿意	2.111	6.500	0.737	0.5
1287	稍微不滿意	4.000	4.611	0.0	0.567
1288	完全沒有認真	3.111	6.125	0.567	0.415
1289	十分不樂觀	2.500	6.833	0.5	0.373
1290	更不樂觀	3.063	6.100	0.165	0.831
1291	更加不樂觀	3.111	6.444	0.737	0.685
1292	非常不樂觀	2.667	6.625	0.471	1.111
1293	相當不樂觀	2.556	6.056	0.497	0.762
1294	極度不樂觀	1.500	6.214	0.667	0.647
1295	有點不確定	4.063	4.222	0.165	0.416
1296	更加不確定	3.744	6.189	0.593	0.677
1297	較不確定	4.000	4.071	0.0	0.175
1298	還不能確定	4.444	4.100	0.497	0.831
1299	還沒確定	4.500	4.750	0.5	0.433
1300	還沒有確定	4.611	4.000	0.458	0.0
1301	完全不衝突	5.875	5.167	0.781	0.687
1302	完全沒有衝突	6.000	5.667	0.707	1.247
1303	更沒有衝突	4.720	5.338	0.392	0.472
1304	還不能質疑	4.214	6.000	0.589	0.782
1305	太不適合	3.000	5.889	0.0	0.875
1306	比較不適合	4.000	3.850	0.0	0.776
1307	有點不適合	4.056	3.444	0.157	0.497
1308	完全不適合	2.667	6.000	0.471	0.816
1309	更不適合	3.167	5.125	0.577	0.927
1310	非常不適合	2.611	6.143	0.567	0.639
1311	很不適合	2.375	5.750	0.484	0.661
1312	最不適合	3.071	5.571	0.175	0.904
1313	超不適合	2.500	6.375	0.577	0.992
1314	較不適合	4.000	4.833	0.0	0.687
1315	蠻不適合	3.500	4.900	0.5	0.831
1316	超級不適合	2.400	6.667	0.49	0.816
1317	較不適宜	4.000	4.500	0.0	0.471
1318	非常不適當	2.667	6.214	0.471	0.749
1319	很沒魄力	3.071	6.111	0.175	0.698
1320	超沒魄力	3.111	6.250	0.737	0.968
1321	太不積極	3.500	6.222	0.5	0.786
1322	完全沒有積極	3.500	6.357	0.497	0.875
1323	更沒有積極	4.544	4.725	0.44	0.655
1324	比較沒興趣	4.056	3.875	0.157	0.599
1325	比較沒有興趣	4.311	4.743	0.412	0.498
1326	好沒興趣	3.833	5.688	0.471	0.704
1327	更沒興趣	3.556	6.167	0.437	0.236
1328	很沒興趣	3.611	5.375	0.624	0.696
1329	很沒有興趣	3.725	5.125	0.591	0.877
1330	較沒興趣	4.000	5.000	0.333	0.535
1331	完全不輸	6.400	5.500	0.49	0.5
1332	更不能輸	5.667	6.250	0.816	0.661
1333	最不能輸	4.800	6.643	0.678	0.35
1334	還沒輸	5.688	5.300	0.609	0.872
1335	完全沒錯	6.625	5.857	0.484	0.639
1336	完全沒有錯	6.667	5.944	0.471	0.896
1337	更沒錯	6.167	6.389	0.745	0.698
1338	更沒有錯	5.438	6.278	0.682	0.533
1339	很沒錯	5.840	5.083	0.427	0.837
1340	尤其不能錯過	6.125	6.000	0.599	0.471
1341	最不能錯過	5.850	6.750	1.001	0.433
1342	更不能隨便	4.875	6.438	0.74	0.464
1343	比較沒有優勢	3.667	5.286	0.471	0.7
1344	比較沒壓力	5.722	4.375	0.533	0.484
1345	比較沒有壓力	5.688	4.375	0.556	0.484
1346	完全沒壓力	6.714	5.417	0.452	0.837
1347	完全沒有壓力	6.000	6.000	0.756	1.323
1348	更沒有壓力	6.333	4.938	0.667	0.95
1349	最沒壓力	5.889	5.625	0.875	1.409
1350	較沒壓力	4.400	4.689	0.503	0.431
1351	完全沒幫助	3.071	6.111	0.175	0.737
1352	完全沒有幫助	3.000	5.500	0.0	0.5
1353	更沒有幫助	3.189	5.786	0.328	0.525
1354	最沒幫助	3.100	6.375	0.735	0.65
1355	最沒有幫助	2.978	6.417	0.59	0.449
1356	更不能濫用	4.883	6.500	0.932	0.433
1357	完全不能鬆懈	5.556	5.889	0.956	0.737
1358	比較不關心	4.000	4.000	0.0	0.816
1359	越不關心	3.333	5.875	0.408	1.139
1360	較不關心	4.000	4.643	0.0	0.693
1361	完全不願	2.389	6.100	0.393	0.8
1362	更不願	3.500	5.786	0.447	0.525
1363	最不願	3.050	7.071	0.757	0.175
1364	較不願	4.000	5.000	0.0	0.866
1365	還不願	3.938	5.333	0.165	0.816
1366	比較不願意	4.000	4.889	0.0	0.875
1367	完全不願意	3.071	6.875	0.175	0.599
1368	更不願意	3.111	6.000	0.567	0.667
1369	最不願意	2.833	6.714	0.667	0.452
1370	較不願意	4.000	4.400	0.0	0.49
1371	還不願意	4.000	5.050	0.0	0.85
1372	較不嚴重	4.800	4.438	0.872	0.682
1373	還不嚴重	5.000	4.857	0.894	0.833
1374	還不能贏	4.333	5.857	0.471	0.639
1375	比較不爛	4.429	5.563	0.562	0.583
1376	稍微不爛	4.275	4.525	0.552	0.466
1377	較不爛	4.250	5.025	0.873	0.665
1378	更不能犧牲	5.271	6.571	0.828	0.562
1379	比較沒顧慮	5.675	4.488	0.479	0.542
1380	比較沒有顧慮	5.513	4.144	0.437	0.641
1381	可能不利	3.580	5.538	0.477	0.472
1382	本來心情	4.750	4.800	0.433	0.812
1383	也許心情	4.750	3.875	0.433	0.217
1384	本來支持	5.244	4.350	0.882	0.456
1385	可能支持	6.167	5.100	0.577	0.995
1386	應該支持	6.000	4.800	0.624	0.872
1387	本能支配	4.744	5.057	0.403	0.232
1388	也許失去	3.833	5.313	0.333	0.428
1389	可能失去	3.889	5.222	0.208	0.629
1390	可能打破	4.643	5.500	0.226	0.624
1391	也許正	5.563	4.313	0.39	0.428
1392	可能正	5.750	4.286	0.25	0.364
1393	本來同情	4.444	4.071	0.55	0.495
1394	也許好	5.556	4.600	0.369	0.397
1395	可能好	5.567	4.286	0.149	0.452
1396	應該好	5.875	4.929	0.415	0.175
1397	也許成功	6.563	5.688	0.726	0.348
1398	可能成功	6.643	5.625	0.742	0.484
1399	也許有錢	5.656	5.111	0.313	0.743
1400	也許死	2.375	5.786	0.696	0.452
1401	可能死	2.438	4.500	0.464	0.5
1402	應該死刑	2.750	6.714	0.354	0.525
1403	也許自由	5.114	4.450	0.368	0.43
1404	本來免費	4.556	4.556	0.643	0.643
1405	也許希望	5.863	4.243	0.4	0.354
1406	本來希望	4.922	4.833	0.571	0.667
1407	也許忘記	4.500	4.583	0.25	0.786
1408	可能忘記	4.556	4.438	0.283	0.464
1409	本來忘記	4.743	4.575	0.472	0.452
1410	應該把握	5.550	4.840	0.463	0.917
1411	本來決定	4.678	5.443	0.485	0.42
1412	應該足夠	5.250	3.813	0.354	0.747
1413	應該協助	5.888	4.500	0.344	0.583
1414	可能忽略	4.375	3.813	0.415	0.788
1415	也許怕	3.833	5.375	0.624	0.415
1416	本來怕	4.750	5.125	0.791	0.331
1417	應該怪	4.000	5.000	0.5	0.707
1418	應該承擔	5.089	4.667	0.509	0.471
1419	本來拒絕	5.000	6.000	0.829	0.624
1420	可能放棄	3.550	5.000	0.415	0.25
1421	應該放棄	3.611	5.000	0.614	0.25
1422	可能玩	5.063	4.625	0.464	0.415
1423	應該保護	5.857	5.750	0.515	0.707
1424	也許勉強	3.889	4.611	0.515	0.614
1425	可能威脅	3.750	6.250	0.25	0.5
1426	本來相信	5.460	4.750	0.589	0.661
1427	應該相信	6.000	4.786	0.577	0.247
1428	可能致命	3.000	6.222	0.0	0.82
1429	可能面臨	4.822	4.500	0.315	0.661
1430	也許值得	5.722	4.625	0.342	0.484
1431	本來害怕	4.167	5.000	0.373	0.433
1432	可能差	3.613	4.425	0.395	0.463
1433	應該差	4.000	4.143	0.5	0.44
1434	可能破壞	3.538	6.078	0.472	0.784
1435	應該高興	6.311	5.722	0.443	0.916
1436	應該清楚	5.222	3.722	0.478	0.82
1437	應該爽	6.322	6.033	0.437	0.718
1438	也許喜歡	6.075	4.613	0.198	0.525
1439	可能喜歡	6.078	4.644	0.162	0.504
1440	本來喜歡	4.813	5.000	0.827	0.236
1441	可能喪失	3.611	4.820	0.513	0.733
1442	本該尊重	5.063	5.500	0.634	0.378
1443	應該尊重	5.856	4.944	0.435	0.598
1444	也許最好	6.357	6.178	0.639	0.585
1445	本來猶豫	4.750	4.500	0.5	0.471
1446	本來答應	4.875	4.025	0.179	0.745
1447	本來開心	4.525	5.350	0.479	0.676
1448	應該開心	5.986	5.350	0.242	0.456
1449	本來亂	3.800	5.114	0.6	0.806
1450	也許幹	4.000	5.900	0.707	0.49
1451	也許想	5.000	3.938	0.0	0.808
1452	可能想	4.889	3.444	0.208	0.685
1453	本來想	4.600	3.500	0.42	0.521
1454	應該想	5.000	3.714	0.0	0.452
1455	也許愛	6.500	4.650	0.624	0.517
1456	也許感情	5.000	4.900	0.0	0.663
1457	應該禁止	3.625	5.389	0.65	0.657
1458	可能解決	5.700	4.488	0.235	0.488
1459	也許遇到	5.088	3.986	0.169	0.083
1460	可能遇到	5.025	3.444	0.066	0.531
1461	可能違法	3.500	6.063	0.333	0.3
1462	也許對	5.600	3.860	0.44	0.785
1463	可能對	5.563	4.313	0.39	0.428
1464	本該對	4.814	5.163	0.436	0.62
1465	應該對	5.700	4.100	0.568	0.742
1466	也許認真	5.900	4.333	0.321	0.373
1467	應該慶幸	6.125	5.833	0.545	0.882
1468	本來確定	4.971	4.875	0.205	0.599
1469	可能衝擊	3.875	6.313	0.484	0.348
1470	也許適合	5.238	3.344	0.218	0.71
1471	可能擔心	4.111	5.500	0.458	0.667
1472	本來擔心	4.429	6.063	0.416	0.634
1473	應該擔心	4.056	5.800	0.685	0.557
1474	應該積極	5.850	6.000	0.923	0.267
1475	也許輸	4.071	4.583	0.495	0.534
1476	可能輸	3.944	4.500	0.157	0.463
1477	本來輸	4.286	4.938	0.452	0.634
1478	也許錯誤	3.929	5.438	0.175	0.583
1479	也許幫助	5.900	4.967	0.233	0.69
1480	應該幫助	6.189	5.500	0.513	0.5
1481	本來懷疑	4.040	4.450	0.731	0.466
1482	應該關心	5.833	5.563	0.236	0.39
1483	可能嚴重	3.333	5.857	0.782	0.58
1484	應該嚴格	4.056	6.350	0.724	0.712
1485	可能贏	6.111	6.167	0.314	0.527
1486	本來贏	4.500	5.667	0.577	0.471
1487	應該贏	6.325	6.050	0.492	0.779
1488	可能贏得	6.556	6.313	0.437	0.428
1489	可能最不利	2.556	6.438	0.55	0.527
1490	本來很反對	4.600	4.633	0.476	0.453
1491	本來蠻支持	5.056	5.500	0.685	0.612
1492	應該最支持	7.429	6.000	0.728	0.378
1493	可能更可怕	2.833	7.000	0.882	0.408
1494	應該更可怕	2.375	6.944	0.415	0.55
1495	可能太正	6.643	6.083	0.639	0.672
1496	應該挺正	6.389	5.200	0.657	0.927
1497	可能比較正	6.333	4.611	0.624	0.698
1498	可能很正	6.625	5.643	0.781	0.693
1499	本來很正	5.214	4.938	0.589	0.726
1500	應該很正	6.813	5.688	0.658	0.428
1501	應該蠻正	6.244	5.111	0.587	0.743
1502	本來很同情	4.367	4.950	0.35	0.745
1503	也許比較好	5.778	5.111	0.583	0.614
1504	也許更好	6.433	4.990	0.616	0.778
1505	也許很好	5.850	4.600	0.212	0.469
1506	可能比較好	6.375	4.875	0.65	0.331
1507	可能很好	6.356	4.833	0.574	0.667
1508	可能稍微好	5.622	4.422	0.312	0.476
1509	可能較好	6.250	5.222	0.661	0.629
1510	可能還好	5.143	4.563	0.58	0.464
1511	本來很好	5.167	5.714	0.687	0.364
1512	應該比較好	6.600	5.289	0.397	0.619
1513	應該更好	6.500	5.786	0.816	0.247
1514	應該非常好	7.100	6.178	0.24	0.346
1515	應該很好	6.857	5.500	0.44	0.667
1516	應該挺好	6.186	5.286	0.387	0.525
1517	應該特別好	7.014	6.033	0.247	0.137
1518	應該超好	7.163	5.944	0.384	0.762
1519	應該較好	6.233	4.944	0.672	0.831
1520	應該還好	5.550	4.167	0.529	0.816
1521	應該蠻好	6.563	5.071	0.634	0.175
1522	可能比較安全	6.438	4.286	0.634	0.452
1523	可能還安全	5.438	4.278	0.527	0.416
1524	應該比較安全	6.222	4.556	0.749	0.437
1525	應該最安全	7.143	6.071	0.58	0.776
1526	應該還安全	5.556	4.375	0.369	0.484
1527	應該蠻安全	6.389	4.722	0.737	0.671
1528	可能比較有效	5.910	5.020	0.729	0.807
1529	可能更有效	6.600	5.371	0.501	0.446
1530	可能還有效	5.667	4.657	0.594	0.583
1531	應該比較有效	6.750	6.250	0.433	0.692
1532	可能更有趣	6.833	5.944	0.631	0.437
1533	應該挺有趣	6.733	5.286	0.323	0.587
1534	應該很有趣	7.000	6.056	0.667	0.762
1535	應該蠻有趣	6.900	5.600	0.371	0.424
1536	可能更有錢	6.511	6.160	0.463	0.287
1537	可能很有錢	6.225	5.000	0.531	0.783
1538	可能還有錢	5.313	4.389	0.426	0.574
1539	應該非常有錢	6.575	6.278	0.494	0.621
1540	應該很有錢	6.571	5.714	0.562	0.364
1541	可能有點冷	4.078	4.156	0.355	0.512
1542	應該更完善	6.267	4.611	0.724	0.567
1543	可能很希望	6.500	5.714	0.764	0.7
1544	可能還希望	6.550	5.857	1.036	0.44
1545	本來還希望	5.100	4.900	0.772	0.608
1546	應該比較希望	6.000	5.333	0.378	0.471
1547	應該最希望	7.200	6.167	0.812	0.471
1548	應該非常足夠	6.400	5.075	0.462	0.888
1549	可能很怕	3.556	6.111	0.55	0.515
1550	可能最怕	2.143	6.750	0.226	0.5
1551	本來很怕	4.200	5.833	0.678	0.882
1552	本來還怕	4.420	6.157	0.739	0.555
1553	應該比較怕	3.813	5.900	0.428	0.735
1554	應該最怕	2.300	6.714	0.4	0.525
1555	應該超怕	2.611	7.000	0.567	0.624
1556	可能有點怪	3.530	4.688	0.473	0.499
1557	可能比較勉強	3.722	4.988	0.533	0.729
1558	可能有點勉強	3.833	4.875	0.471	0.545
1559	可能還勉強	3.625	4.500	0.484	0.463
1560	應該還勉強	4.333	4.363	0.622	0.412
1561	可能太帥	7.000	5.750	0.0	0.5
1562	可能很帥	6.556	5.688	0.643	0.348
1563	本來有點後悔	4.722	4.357	0.671	0.915
1564	應該超後悔	2.570	6.714	0.473	0.587
1565	應該更珍惜	7.143	5.643	0.25	0.539
1566	可能比較陌生	4.063	4.389	0.682	1.074
1567	可能有點陌生	4.050	3.625	0.789	0.82
1568	可能有點風險	4.111	5.629	0.328	0.721
1569	可能更值得	7.000	6.000	0.559	0.408
1570	可能最值得	6.813	6.438	0.704	0.768
1571	應該蠻值得	6.643	5.513	0.385	0.597
1572	本來有點害怕	4.375	5.500	0.545	0.5
1573	本來很害怕	4.643	5.778	0.953	0.916
1574	可能比較差	3.611	4.750	0.458	0.829
1575	可能很差	3.438	4.633	0.418	0.432
1576	可能較差	3.544	3.838	0.479	0.51
1577	應該非常差	2.389	5.688	0.458	0.556
1578	可能還差	3.167	4.600	0.816	0.624
1579	可能更恐怖	2.367	7.056	0.313	0.685
1580	可能比較缺乏	3.244	4.933	0.409	0.859
1581	可能較缺乏	3.533	4.022	0.51	0.063
1582	可能太臭	2.889	5.300	0.698	0.245
1583	應該很討厭	2.643	6.813	0.693	0.496
1584	可能很討厭	2.275	6.500	0.424	0.467
1585	本來很討厭	4.280	5.343	0.319	0.42
1586	應該超討厭	2.375	7.000	0.415	0.316
1587	本來很高興	5.271	5.529	0.52	0.69
1588	應該更高興	7.111	6.500	0.737	0.75
1589	應該非常高興	7.563	7.313	0.39	0.609
1590	應該很高興	6.811	6.644	0.621	0.46
1591	可能比較強	6.313	5.167	0.496	0.471
1592	可能更強	6.656	5.844	0.392	0.564
1593	可能很強	5.500	5.222	0.463	0.583
1594	本來很強	4.917	5.125	0.731	0.545
1595	應該比較強	6.556	5.278	0.643	0.533
1596	應該更強	6.525	5.667	0.435	0.432
1597	應該很強	6.422	5.700	0.494	0.532
1598	應該挺強	6.556	5.643	0.497	0.44
1599	應該蠻強	6.189	5.575	0.468	0.441
1600	本來很排斥	4.625	5.944	0.545	0.685
1601	可能比較清楚	5.563	4.375	0.464	0.857
1602	應該最清楚	5.913	5.163	0.169	0.678
1603	應該比較清楚	5.843	4.525	0.199	0.529
1604	應該更清楚	5.625	4.056	0.545	0.685
1605	應該很清楚	6.429	3.900	0.562	0.2
1606	應該蠻清楚	6.000	3.813	0.667	0.496
1607	可能比較爽	6.433	5.986	0.512	0.645
1608	應該比較爽	7.125	7.250	0.82	0.661
1609	應該更爽	6.513	7.744	0.468	0.445
1610	應該很爽	6.850	6.000	0.543	0.913
1611	應該挺爽	7.556	6.611	0.643	0.614
1612	應該最爽	7.722	7.722	0.478	0.533
1613	應該蠻爽	7.167	6.722	0.667	0.749
1614	可能比較笨	3.611	5.088	0.495	0.635
1615	可能太累	3.250	4.750	0.612	0.559
1616	可能比較累	3.611	4.444	0.567	0.643
1617	可能有點累	3.913	3.700	0.169	0.574
1618	可能更累	3.188	5.178	0.569	0.751
1619	可能很累	3.250	5.063	0.559	0.882
1620	可能比較麻煩	3.750	5.188	0.354	0.747
1621	可能更麻煩	2.889	5.500	0.698	0.5
1622	可能很麻煩	3.356	6.263	0.46	0.482
1623	可能比較喜歡	6.356	5.000	0.504	0.816
1624	可能更喜歡	7.075	6.444	0.268	0.497
1625	可能較喜歡	6.011	5.375	0.716	0.441
1626	本來很喜歡	5.063	5.875	0.882	0.65
1627	本來最喜歡	5.333	5.750	0.687	1.006
1628	本來超喜歡	5.063	6.056	0.768	0.685
1629	本來蠻喜歡	5.000	5.500	0.5	0.5
1630	應該比較喜歡	6.125	5.857	0.599	0.226
1631	應該最喜歡	7.625	6.056	0.331	0.724
1632	應該蠻喜歡	6.822	6.122	0.418	0.721
1633	可能更惡化	2.460	6.856	0.418	0.403
1634	可能太無聊	3.325	3.856	0.455	0.744
1635	本來有點猶豫	5.000	4.500	0.559	0.408
1636	本來還猶豫	4.778	4.438	0.629	0.464
1637	應該蠻舒服	6.375	4.300	0.545	0.6
1638	本來超開心	5.340	6.125	0.561	0.781
1639	本來很開心	4.813	4.938	0.747	0.726
1640	應該很開心	6.422	6.750	0.531	0.49
1641	應該最開心	7.344	6.500	0.531	0.5
1642	應該超開心	7.667	7.222	0.782	0.786
1643	可能更亂	3.088	6.267	0.169	0.672
1644	可能有點傷	3.638	4.600	0.328	0.462
1645	可能稍嫌	3.857	5.417	0.226	0.607
1646	應該很幹	2.375	7.200	0.96	0.51
1647	也許很想	5.300	3.789	0.427	0.895
1648	可能太想	5.311	4.944	0.431	0.685
1649	可能比較想	5.583	4.438	0.449	1.13
1650	可能更想	5.388	4.788	0.337	0.605
1651	可能很想	5.075	5.000	0.139	0.707
1652	本來好想	4.944	4.583	0.55	0.449
1653	本來有點想	4.533	3.363	0.386	0.447
1654	本來很想	4.389	4.800	0.657	0.678
1655	本來最想	4.633	5.311	0.467	0.923
1656	本來超想	4.800	4.250	0.289	0.559
1657	本來還想	4.675	3.978	0.412	0.67
1658	本來蠻想	4.563	4.143	0.39	0.639
1659	應該比較想	5.267	4.111	0.337	0.88
1660	應該更想	5.256	4.871	0.33	0.597
1661	應該很想	6.313	5.000	0.496	0.806
1662	應該最想	5.375	5.583	0.415	0.449
1663	應該超想	5.900	5.678	0.304	0.722
1664	應該還想	5.444	5.000	0.437	0.707
1665	應該蠻想	5.444	4.460	0.469	0.993
1666	可能太愛	6.250	5.000	1.299	0.894
1667	可能比較愛	7.143	5.688	1.093	0.428
1668	可能很愛	6.500	4.875	0.447	0.901
1669	應該非常愛	8.050	6.389	0.723	0.698
1670	應該很愛	7.188	5.500	1.368	0.408
1671	應該超愛	8.133	6.417	0.591	0.449
1672	應該很慘	2.333	5.167	0.236	0.882
1673	可能更慘	2.467	6.000	0.445	0.932
1674	可能很慘	1.938	5.938	0.3	0.39
1675	本來更慘	3.625	6.000	0.65	0.624
1676	應該更慘	2.125	6.200	0.415	0.245
1677	應該最慘	2.563	5.750	1.13	0.5
1678	應該蠻慘	2.688	5.800	0.704	0.4
1679	可能比較慢	4.214	2.500	0.247	0.559
1680	應該太慢	3.571	4.100	0.495	0.8
1681	應該更精彩	6.929	7.111	1.147	0.843
1682	應該非常精彩	8.000	7.813	0.0	0.556
1683	應該很精彩	7.475	7.243	0.54	0.8
1684	本來很緊張	4.786	5.571	0.589	0.495
1685	可能比較輕鬆	6.200	3.071	0.6	0.979
1686	應該比較輕鬆	6.044	2.913	0.406	0.777
1687	也許比較適合	5.522	3.500	0.509	0.463
1688	也許更適合	5.867	4.211	0.457	0.919
1689	可能比較適合	5.344	3.550	0.476	1.036
1690	可能更適合	6.389	4.938	0.515	0.768
1691	可能很適合	5.814	4.067	0.304	0.693
1692	應該比較適合	5.463	3.744	0.324	0.596
1693	應該更適合	6.278	4.611	0.583	0.515
1694	應該非常適合	6.438	4.722	0.464	0.629
1695	應該很適合	5.950	4.189	0.324	0.772
1696	應該挺適合	6.375	4.333	0.415	0.687
1697	應該最適合	6.163	5.100	0.331	0.587
1698	應該較適合	5.813	4.188	0.428	0.428
1699	應該蠻適合	6.144	4.488	0.211	0.56
1700	可能更擔心	3.422	5.922	0.379	0.686
1701	本來有點擔心	4.417	5.722	0.672	0.533
1702	本來很擔心	4.833	5.563	0.553	0.464
1703	本來超擔心	4.500	6.278	0.632	0.853
1704	應該還輸	3.786	4.938	0.589	0.808
1705	可能略輸	3.944	3.810	0.427	0.556
1706	可能還輸	2.889	5.429	0.809	0.416
1707	可能有點幫助	5.778	4.950	0.342	0.82
1708	可能太醜	2.438	4.786	0.583	0.647
1709	可能很醜	2.944	5.333	0.831	0.707
1710	本來很醜	3.943	4.322	0.761	0.621
1711	應該更謹慎	5.438	5.500	0.682	0.782
1712	應該特別謹慎	6.111	5.500	1.021	0.655
1713	可能比較嚴重	3.433	5.963	0.573	0.64
1714	可能更嚴重	2.638	7.513	0.4	0.465
1715	可能很嚴重	2.444	6.900	0.369	0.831
1716	可能最嚴重	2.533	7.344	0.51	0.627
1717	應該更嚴重	2.456	7.333	0.372	0.782
