No.	Word	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
2827	內情	4.900	3.500	0.2	1.673
2828	洩密	3.100	5.300	0.663	1.4
2829	劣勢	3.500	4.500	0.447	1.0
2830	剝削	2.800	6.200	1.122	1.327
2831	逼迫	3.000	7.000	1.265	1.095
2832	復發	3.600	4.700	0.86	1.166
2833	困在	3.600	4.600	0.49	0.49
2834	麻痺	4.100	3.000	0.2	1.14
2835	尖銳	4.300	3.100	0.748	0.663
2836	不理	4.200	3.100	0.678	1.625
2837	碰撞	4.300	4.400	0.4	1.497
2838	堵塞	4.000	4.100	0.0	0.8
2839	出軌	3.200	6.000	0.748	1.225
2840	乾燥	4.800	1.800	0.245	0.4
2841	權宜	5.300	2.800	0.98	0.4
2842	曲折	3.900	3.700	0.49	0.6
2843	否決權	4.900	2.800	0.2	1.327
2844	燒傷	3.600	5.100	0.8	2.538
2845	拚命	5.200	7.500	0.98	1.342
2846	迷信	4.000	3.600	0.548	1.241
2847	敗北	3.400	5.600	0.8	1.356
2848	震動	5.000	3.800	0.0	0.98
2849	逐出	3.300	5.800	0.748	1.288
2850	損毀	3.400	5.500	0.49	1.183
2851	慾望	4.800	5.000	0.4	1.414
2852	己見	5.000	3.100	0.0	2.01
2853	攻擊性	3.400	5.600	0.374	1.655
2854	責難	3.600	4.900	0.49	0.917
2855	冷漠	4.000	2.800	0.632	1.166
2856	逃跑	3.500	5.800	0.894	0.98
2857	蠻橫	3.300	5.800	1.077	1.122
2858	畏懼	3.300	5.300	0.748	1.47
2859	砍傷	2.900	6.500	0.49	1.414
2860	圖謀	4.200	3.900	0.748	1.02
2861	灌輸	4.800	2.900	0.4	0.49
2862	圍毆	2.800	6.400	0.4	1.02
2863	沒有用	3.200	4.100	1.166	1.744
2864	枯竭	3.900	2.700	0.49	0.4
2865	逃犯	3.600	4.600	0.49	1.655
2866	過早	4.500	3.300	0.447	1.72
2867	墳墓	4.300	2.000	0.4	0.548
2868	催促	4.500	5.300	0.447	1.47
2869	走下坡	4.000	3.600	0.0	0.735
2870	鬆散	4.000	3.200	0.632	1.503
2871	脫落	4.200	3.000	0.748	1.095
2872	中傷	3.300	6.000	0.748	0.949
2873	趕出	3.900	5.300	1.02	1.778
2874	不肯	4.500	4.300	0.447	1.077
2875	噴出	4.900	4.500	0.2	1.549
2876	誇張	4.500	6.200	0.775	0.678
2877	競爭者	5.400	3.200	0.8	1.166
2878	不予置評	4.400	2.800	0.735	0.51
2879	犯錯	3.900	4.100	0.2	0.663
2880	廢物	2.900	6.000	0.8	1.14
2881	宰殺	4.000	5.300	0.548	1.72
2882	鼓動	4.700	5.300	0.4	1.72
2883	海難	3.100	5.900	0.2	2.154
2884	落淚	4.400	5.000	0.8	1.095
2885	鯊魚	4.500	4.600	0.447	2.332
2886	有礙	4.200	3.700	0.51	0.6
2887	扼殺	3.100	6.200	1.114	1.208
2888	飲恨	3.800	5.800	0.748	1.166
2889	顧忌	4.600	4.300	0.374	1.166
2890	流言	4.100	3.900	0.2	1.114
2891	討價還價	4.300	4.900	0.4	1.02
2892	侵吞	3.400	5.800	0.583	1.166
2893	上吊	2.200	6.000	0.4	2.098
2894	覬覦	4.000	3.900	0.632	1.114
2895	昏倒	3.600	3.900	0.49	1.855
2896	失血	4.000	4.600	0.316	1.881
2897	關押	3.700	4.600	0.6	1.855
2898	虛偽	3.100	4.200	0.917	1.568
2899	賭注	4.800	2.700	0.4	0.98
2900	引咎	4.400	3.900	0.49	1.2
2901	逼使	3.500	6.000	1.265	0.949
2902	行騙	3.300	5.100	0.748	0.8
2903	饑荒	2.900	4.500	0.49	1.414
2904	譭謗	3.000	6.000	0.548	1.095
2905	壓倒	4.300	5.800	0.4	1.568
2906	盜竊	3.000	5.500	0.548	0.894
2907	埋葬	4.000	3.500	0.632	0.632
2908	難看	3.400	3.600	0.8	1.463
2909	徒然	4.400	3.600	0.374	0.86
2910	掠奪	2.700	6.500	0.6	0.775
2911	誘騙	3.100	5.400	0.663	1.2
2912	強盜罪	2.700	5.600	0.872	1.855
2913	不甘示弱	5.300	6.300	0.748	1.4
2914	輕率	4.100	3.700	0.2	0.872
2915	橫渡	5.000	3.000	0.0	1.265
2916	隱密	5.000	1.900	0.0	0.663
2917	不知去向	4.300	2.700	0.4	0.98
2918	丟掉	4.400	3.200	0.374	0.678
2919	雜物	4.600	2.000	0.49	0.548
2920	惡習	3.600	4.100	0.49	1.114
2921	新手	4.800	2.200	0.4	0.748
2922	不智	3.700	3.900	1.077	1.428
2923	著火	3.300	6.400	0.748	2.083
2924	破洞	4.000	3.300	0.548	1.077
2925	急切	4.900	6.500	0.2	0.894
2926	沉默	4.900	1.600	0.2	0.49
2927	混沌	4.000	3.900	0.632	1.685
2928	劣質	3.400	4.000	0.8	1.414
2929	不好意思	4.500	3.600	0.447	0.86
2930	一蹶不振	2.800	4.100	1.166	2.2
2931	遊蕩	4.300	2.900	0.4	0.49
2932	寄生蟲	3.400	3.900	0.8	1.685
2933	造假	3.400	4.700	0.49	0.98
2934	擊潰	4.900	5.500	1.625	1.844
2935	避重就輕	3.900	4.300	0.8	1.47
2936	失序	3.800	4.500	0.4	1.095
2937	荒廢	3.600	3.600	0.8	0.49
2938	勞累	3.900	3.100	0.49	1.02
2939	電擊	4.400	5.100	0.374	1.562
2940	挑撥	3.600	5.100	0.8	0.49
2941	下獄	3.000	5.200	0.632	1.6
2942	遭殃	3.500	5.300	0.447	1.077
2943	反常	4.200	3.500	0.245	0.775
2944	姦淫	2.800	6.100	0.4	1.02
2945	自認為	4.300	4.500	0.748	1.265
2946	狂風	4.800	5.300	0.4	2.358
2947	鮮豔	5.500	3.500	0.632	0.894
2948	清秀	5.800	2.700	0.748	0.872
2949	戀戀	5.700	4.200	0.748	2.04
2950	敬禮	5.600	2.600	0.49	0.8
2951	責任心	6.700	3.300	1.077	0.872
2952	柔和	5.500	1.800	0.447	0.51
2953	樸素	5.300	1.600	0.4	0.374
2954	安祥	5.700	1.600	0.6	0.8
2955	魔力	5.000	3.700	0.0	1.327
2956	不屈不撓	7.100	6.100	1.114	1.428
2957	奮起	6.400	5.800	0.583	0.98
2958	率直	6.000	3.600	0.632	0.735
2959	歡騰	6.700	5.900	0.748	1.114
2960	節儉	6.000	2.300	0.632	0.4
2961	寓意	5.200	2.100	0.4	0.49
2962	快快樂樂	7.100	5.500	0.49	1.095
2963	合意	5.700	3.600	0.6	1.356
2964	接濟	4.900	3.100	0.8	1.02
2965	苦思	4.500	3.400	0.632	0.86
2966	間歇	5.200	2.800	0.4	1.72
2967	柔情	5.900	2.400	0.663	0.49
2968	穩重	6.100	2.500	0.8	0.447
2969	熱戀	6.500	6.000	0.447	1.304
2970	愛國心	6.500	4.700	0.775	1.6
2971	可敬	6.400	4.700	1.02	1.166
2972	攙扶	5.700	2.500	0.4	0.447
2973	英雄式	6.500	5.500	0.894	2.098
2974	光澤	5.200	2.300	0.4	0.872
2975	滿載而歸	6.900	5.600	1.2	1.985
2976	喝彩	6.700	6.200	1.077	1.208
2977	奮不顧身	6.300	6.600	0.98	1.855
2978	取悅	5.600	4.200	0.8	1.72
2979	井然有序	6.200	3.500	0.51	1.183
2980	多才多藝	6.300	3.800	0.872	1.166
2981	好學	6.200	3.700	0.748	0.872
2982	安詳	5.500	2.500	0.447	0.447
2983	追根究底	5.600	5.000	0.8	1.703
2984	善舉	6.200	3.200	0.51	0.748
2985	鍾情	5.900	4.100	1.2	1.497
2986	志氣	6.600	4.800	1.02	1.631
2987	直截了當	5.500	5.200	0.447	1.166
2988	中肯	6.000	4.600	0.894	1.319
2989	盡如人意	6.600	4.900	0.8	1.2
2990	出眾	6.800	4.800	1.208	1.503
2991	肥沃	6.100	3.700	0.663	0.872
2992	好客	5.700	4.600	0.4	1.356
2993	德高望重	7.200	5.200	0.927	1.47
2994	富於	6.100	4.500	0.49	1.483
2995	幹勁	6.000	6.100	0.548	1.685
2996	清高	5.900	2.800	0.8	0.98
2997	全神貫注	6.300	4.600	0.6	1.855
2998	涼快	5.800	3.600	0.4	1.02
2999	富麗堂皇	6.100	4.200	0.663	2.135
3000	鍛煉	5.600	4.400	0.49	1.744
3001	哲人	5.700	2.600	0.748	1.02
3002	富饒	6.500	3.500	0.632	0.894
3003	無庸	5.300	2.400	0.4	0.49
3004	相宜	5.400	2.700	0.49	0.872
3005	談笑風生	5.600	3.700	0.374	1.778
3006	快活	6.400	5.200	0.49	1.327
3007	溫文	5.700	2.100	0.6	0.8
3008	羨煞	5.800	5.200	0.748	2.04
3009	心安理得	5.800	2.800	0.51	1.72
3010	嘟嘟	5.000	2.400	0.0	0.8
3011	大喜	7.400	7.000	0.49	0.894
3012	甘美	6.500	3.900	0.775	1.281
3013	暖意	6.000	3.200	0.316	1.03
3014	互敬	5.800	3.300	0.748	0.4
3015	樂不可支	7.400	7.200	0.8	1.327
3016	恆久	6.100	2.900	1.497	1.02
3017	脫俗	6.000	2.900	0.632	1.114
3018	伊甸園	6.300	4.600	1.4	1.594
3019	甘甜	5.900	3.500	0.2	1.0
3020	溺愛	4.200	3.600	0.245	0.735
3021	才氣	5.900	3.300	0.49	0.4
3022	一見鍾情	6.400	6.200	0.97	0.748
3023	締造者	5.600	2.900	1.2	1.356
3024	慈悲為懷	6.200	2.700	0.51	0.98
3025	合群	5.600	3.200	0.49	0.4
3026	大無畏	6.100	5.000	0.8	0.949
3027	含笑	5.600	3.900	0.374	0.49
3028	聖徒	5.600	2.200	0.8	0.748
3029	繁盛	6.500	4.400	0.632	0.8
3030	樂事	6.300	4.800	0.4	1.364
3031	聰慧	6.700	3.100	0.872	1.2
3032	安適	5.600	2.700	0.49	0.872
3033	賢明	6.700	2.900	0.872	1.356
3034	心曠神怡	6.500	3.800	0.632	1.913
3035	真確	5.300	2.500	0.4	0.447
3036	洋房	5.000	1.400	0.0	0.49
3037	誇獎	6.300	5.200	0.6	1.03
3038	堂皇	6.200	3.400	0.748	1.2
3039	明理	6.200	3.100	0.748	1.02
3040	償清	5.500	3.200	0.447	0.927
3041	順眼	5.800	2.700	0.4	0.4
3042	和藹可親	6.200	3.200	0.748	1.166
3043	奪取	2.400	7.500	0.583	1.0
3044	困窘	3.200	5.000	1.166	1.789
3045	紊亂	3.700	4.800	0.872	1.47
3046	打死	1.800	8.200	0.748	0.748
3047	驅散	3.800	5.200	0.678	0.748
3048	碎片	3.900	4.200	0.97	1.72
3049	廢墟	3.500	4.100	1.414	2.245
3050	短少	3.600	3.400	0.49	0.49
3051	橫行	3.500	5.500	0.632	1.0
3052	粗糙	3.800	3.300	0.812	0.4
3053	險境	2.800	5.000	0.812	1.414
3054	圍困	3.400	5.800	0.8	0.748
3055	威嚇	2.700	7.500	0.872	1.0
3056	大意	4.100	5.200	0.2	2.482
3057	沒辦法	4.200	4.400	0.678	1.744
3058	遲滯	3.500	4.200	0.632	1.47
3059	擊退	5.500	6.900	1.265	0.663
3060	謠傳	4.300	5.200	1.327	1.288
3061	爆破	4.200	7.100	1.47	1.114
3062	粉碎	3.900	6.500	1.744	1.0
3063	暴風雨	3.700	7.300	0.98	1.077
3064	大亂	3.200	7.600	0.748	0.49
3065	退縮	3.600	4.300	0.49	1.077
3066	負數	4.700	2.800	0.4	1.327
3067	出沒	4.800	3.100	0.4	1.02
3068	過節	3.700	5.000	0.4	1.14
3069	憤慨	2.800	7.000	1.166	0.548
3070	誘惑	4.300	5.800	0.748	1.122
3071	刁難	3.000	6.800	0.837	0.927
3072	腐蝕	3.500	4.000	0.894	1.265
3073	疑雲	4.200	3.700	0.4	1.4
3074	悶熱	4.200	3.200	0.4	1.03
3075	對不起	2.900	5.200	1.2	2.04
3076	背離	3.000	4.000	1.049	1.265
3077	爭辯	3.300	6.900	0.98	0.663
3078	失常	3.200	6.100	0.4	0.917
3079	解雇	2.400	6.600	1.02	1.02
3080	微弱	3.800	4.000	0.927	2.28
3081	搜捕	4.200	6.300	0.748	0.6
3082	三八	3.900	5.900	0.49	1.02
3083	陰雨	4.100	2.400	0.374	1.02
3084	老是	4.700	3.800	0.4	1.86
3085	不大	4.900	3.400	0.2	1.02
3086	火爆	3.100	7.900	0.663	0.917
3087	兩難	3.600	5.000	0.374	1.095
3088	滅絕	2.200	6.600	0.748	1.241
3089	分隔	4.300	4.200	0.748	1.691
3090	憂心忡忡	3.400	6.000	0.49	1.095
3091	唯恐	3.600	5.400	0.374	0.583
3092	隔絕	3.700	4.600	1.077	1.02
3093	一面倒	3.000	5.800	1.095	1.568
3094	撞死	1.700	7.800	0.6	0.748
3095	苦心	3.800	4.800	1.03	1.03
3096	竊聽	3.700	5.300	0.748	0.748
3097	困惑	4.200	4.800	0.4	1.166
3098	潛藏	4.000	4.500	0.837	1.414
3099	分贓	2.400	4.800	0.49	1.208
3100	未知數	4.600	3.100	0.49	1.744
3101	偷偷	3.800	4.100	0.4	1.356
3102	刻板	4.300	3.300	0.4	1.077
3103	捏造	3.700	5.800	0.678	0.678
3104	囂張	3.300	6.900	0.4	0.917
3105	束手無策	3.700	5.700	1.077	1.327
3106	躲藏	4.000	3.800	0.837	1.327
3107	散落	4.000	3.300	0.894	1.47
3108	烈酒	4.200	4.400	0.748	1.625
3109	何必	4.400	4.300	0.735	1.077
3110	咬傷	3.700	5.600	0.98	1.356
3111	堪慮	3.700	5.700	0.4	0.872
3112	告誡	4.300	5.700	0.4	1.077
3113	欺負	3.300	6.500	0.4	0.775
3114	推諉	3.700	5.400	1.166	1.02
3115	惡作劇	3.500	6.300	0.447	1.166
3116	俘虜	3.400	3.800	0.374	1.166
3117	複雜化	4.000	5.000	0.632	1.14
3118	想不到	4.200	5.200	0.748	0.812
3119	造謠	3.400	5.900	1.2	0.49
3120	潛伏	4.000	3.800	1.14	1.166
3121	惡質	2.700	6.200	0.6	0.4
3122	一意孤行	3.400	5.900	0.8	0.8
3123	霸佔	3.100	6.700	1.114	0.748
3124	乏人問津	3.600	4.700	1.02	1.661
3125	辜負	3.600	5.100	0.49	1.908
3126	退場	4.100	4.400	0.663	1.497
3127	塞人	4.100	4.800	0.663	2.135
3128	偏頗	3.700	5.500	1.166	0.894
3129	怨言	3.400	5.900	0.374	0.49
3130	計較	3.800	6.100	0.4	0.663
3131	無名	4.600	4.400	0.374	1.02
3132	爆炸物	4.000	7.100	1.095	0.663
3133	暴發	3.900	7.700	1.114	0.4
3134	置之不理	3.500	5.800	0.775	0.748
3135	姑息	3.800	5.700	0.4	0.872
3136	玩弄	3.400	6.400	0.49	0.583
3137	偽裝	4.100	5.300	0.49	1.249
3138	沈沒	3.300	4.700	0.872	1.327
3139	凝重	3.400	5.300	0.8	2.135
3140	責怪	3.500	6.600	0.447	0.8
3141	用盡	4.000	5.500	0.894	1.414
3142	伏擊	3.900	6.900	1.114	0.663
3143	逆境	3.300	4.600	1.327	0.49
3144	不義	3.500	5.300	0.447	1.4
3145	作假	3.400	5.300	0.49	0.872
3146	敬陪末座	3.500	4.900	0.894	0.2
3147	走失	3.200	6.000	0.748	0.0
3148	救命	3.400	8.100	1.625	0.917
3149	不值	3.600	6.200	0.735	1.122
3150	恥辱	3.200	6.700	0.748	0.872
3151	論戰	3.600	6.500	1.2	1.0
3152	不歡而散	3.100	5.900	0.2	1.2
3153	低下	3.800	4.000	0.98	1.414
3154	痙攣	4.300	4.700	1.166	0.98
3155	無依	3.600	3.200	0.97	0.4
3156	強加	4.300	6.100	0.98	0.8
3157	突如其來	4.800	5.500	0.748	1.265
3158	低姿態	4.400	4.100	0.49	0.663
3159	誹謗罪	3.300	5.900	0.748	0.663
3160	頭暈	3.800	4.600	0.4	1.02
3161	拘留所	4.000	4.400	0.632	1.2
3162	被俘	3.100	5.400	0.663	0.8
3163	改頭換面	6.200	5.900	0.4	0.8
3164	情願	6.200	5.200	0.748	1.166
3165	有效性	5.800	5.300	1.208	1.72
3166	留情	5.700	4.300	0.4	0.748
3167	互助合作	7.100	5.100	0.49	1.114
3168	刻苦	6.400	5.800	0.97	1.166
3169	順從	6.000	5.200	1.14	0.748
3170	當心	5.100	5.500	1.114	1.0
3171	群情激憤	3.000	8.200	0.632	0.748
3172	懺悔	4.300	6.300	1.077	1.661
3173	第一流	8.400	7.200	0.8	1.166
3174	吃苦	4.200	5.800	1.166	1.47
3175	至高	7.000	6.600	1.049	1.2
3176	抒情	5.900	3.300	0.2	0.4
3177	誘人	6.000	6.100	0.632	1.744
3178	清澈	6.300	4.600	1.077	1.356
3179	有禮	6.900	5.400	0.663	0.49
3180	知覺	5.600	4.600	1.2	1.2
3181	衝勁	6.800	7.000	0.98	0.837
3182	窩心	7.000	5.400	0.707	0.8
3183	戒除	6.300	5.900	0.6	1.114
3184	聖人	7.400	4.500	1.2	1.342
3185	學好	6.200	4.000	0.98	1.265
3186	甘願	5.900	4.400	0.2	1.02
3187	雄偉	6.200	5.900	0.4	0.49
3188	韻味	6.500	4.300	0.894	0.872
3189	雅量	7.200	4.300	0.748	1.077
3190	誠心誠意	7.300	5.200	0.6	0.98
3191	談笑	6.900	5.400	1.02	1.594
3192	芬芳	6.600	3.800	0.97	1.47
3193	滋養	6.700	4.400	1.4	1.744
3194	道謝	7.000	5.600	0.894	1.625
3195	耐勞	6.300	5.600	0.4	1.356
3196	施捨	4.900	4.900	0.8	0.8
3197	安眠	5.000	2.700	0.548	0.872
3198	悅耳	6.600	4.900	0.8	0.917
3199	安身立命	6.400	4.100	0.97	0.8
3200	酬謝	6.500	5.900	0.775	0.2
3201	光滑	5.600	3.700	0.8	0.872
3202	勇猛	7.000	6.700	0.837	0.4
3203	安身	5.900	3.900	1.114	0.663
3204	器重	6.800	6.400	0.748	0.49
3205	痛快	6.400	7.300	1.068	0.6
3206	一笑置之	6.400	4.700	1.855	1.077
3207	賞心悅目	6.800	5.600	0.4	1.356
3208	情深	6.700	6.700	0.748	1.4
3209	意氣風發	6.900	7.100	0.917	1.356
3210	引以為榮	7.200	6.600	0.748	1.319
3211	無懈可擊	7.900	7.200	0.663	1.47
3212	氣派	6.700	6.400	0.748	0.97
3213	幽默感	7.000	5.700	0.894	1.536
3214	學以致用	6.900	5.000	0.663	1.265
3215	詩意	6.200	3.500	0.51	0.894
3216	舒暢	7.300	5.900	1.077	1.114
3217	會心	6.200	4.800	0.678	0.4
3218	心甘情願	6.700	4.900	0.872	0.663
3219	香甜	6.700	4.200	1.077	0.98
3220	莊重	6.600	4.700	0.49	0.748
3221	照耀	5.800	4.900	0.678	0.8
3222	精確度	6.000	4.100	1.265	1.428
3223	抒解	6.100	4.900	0.49	1.02
3224	懂事	6.500	4.700	0.894	0.6
3225	誇耀	5.600	6.600	1.594	0.97
3226	平心靜氣	5.500	3.700	0.447	1.166
3227	恭敬	6.200	5.300	0.4	1.166
3228	寬厚	6.800	4.400	0.812	1.2
3229	不偏不倚	6.200	4.300	0.748	0.748
3230	消散	5.700	3.300	1.33	0.98
3231	洋洋	6.100	4.600	1.2	2.437
3232	互愛	7.000	6.200	0.894	0.98
3233	情不自禁	6.300	7.000	0.748	0.632
3234	纖細	5.800	3.500	0.927	0.632
3235	勤勉	6.600	4.400	0.735	0.49
3236	熱熱鬧鬧	6.600	6.600	0.86	0.374
3237	完滿	7.400	6.000	1.02	0.632
3238	暢快	7.100	7.000	1.2	1.14
3239	彬彬有禮	7.300	5.600	1.077	0.583
3240	聰穎	7.500	5.400	0.894	0.49
3241	工整	6.700	4.100	1.077	0.663
3242	開化	6.400	4.600	0.97	1.356
3243	先見之明	6.600	5.000	1.158	1.517
3244	興沖沖	6.500	6.700	1.0	0.748
3245	豐饒	6.900	4.700	0.663	1.166
3246	知恥	6.300	5.800	0.6	0.4
3247	奇跡	7.400	7.200	1.2	0.927
3248	希冀	6.300	6.300	0.748	1.249
3249	剛毅	6.500	6.000	0.632	1.265
3250	癡情	6.800	6.300	0.748	0.98
3251	紅潤	6.300	4.900	1.077	2.01
3252	望子成龍	6.700	6.100	1.249	1.625
3253	聖潔	7.100	5.600	0.8	1.241
3254	溫順	7.100	4.900	1.356	1.158
3255	愛撫	6.800	5.900	0.98	0.2
3256	勻稱	6.300	4.800	0.6	0.98
3257	有說有笑	6.800	6.500	1.435	0.894
3258	決斷力	6.600	5.100	0.8	1.744
3259	繁茂	6.800	4.800	0.98	2.135
3260	渴盼	6.300	7.000	1.166	0.707
3261	超凡	7.400	6.900	0.86	1.2
3262	豁然開朗	7.000	7.300	0.548	0.6
3263	熟慮	5.900	5.100	0.663	1.02
3264	有意義	6.700	5.300	0.748	0.6
3265	癡癡	6.100	5.500	0.8	1.414
3266	謙恭	6.700	4.700	0.748	1.249
3267	從容不迫	6.700	3.800	1.166	1.364
3268	苦修	5.200	5.000	0.51	1.673
3269	牢靠	6.200	5.100	0.4	1.281
3270	形影不離	6.400	6.000	1.068	0.632
3271	平心	5.800	3.400	0.678	1.02
3272	妙計	6.600	5.200	0.8	1.166
3273	俠義	7.200	6.300	0.51	0.678
3274	漂漂亮亮	7.000	6.800	0.894	0.748
3275	討人喜歡	7.400	5.900	1.068	1.685
3276	擔待	6.400	4.600	0.735	1.497
3277	豐腴	6.500	4.500	0.894	1.0
3278	深謀遠慮	7.300	6.200	0.6	1.364
3279	自得其樂	6.800	6.400	0.748	1.158
3280	留神	5.900	5.200	0.8	1.288
3281	雅致	6.200	4.900	0.927	0.917
3282	醉人	6.100	6.000	1.428	1.871
3283	飛黃騰達	7.900	7.900	0.583	0.2
3284	縫補	5.700	3.600	0.748	1.2
3285	遊街	4.200	3.800	0.678	1.6
3286	過時	4.000	4.300	0.316	1.691
3287	收買	3.800	4.700	1.03	1.887
3288	魔鬼	2.000	6.300	0.707	1.887
3289	何不	4.900	3.700	0.374	1.327
3290	夢魘	2.100	6.900	0.735	1.2
3291	燙傷	3.000	5.100	1.14	2.596
3292	弊病	2.800	5.400	0.748	2.177
3293	困難重重	2.100	6.900	0.735	0.49
3294	失明	2.100	5.500	1.428	2.864
3295	游擊	5.100	4.200	0.2	2.768
3296	慘痛	1.700	8.100	0.51	0.917
3297	慘敗	1.700	8.100	0.51	0.917
3298	追趕	5.100	4.300	0.8	1.72
3299	衝出	5.800	5.200	0.678	2.064
3300	潰瘍	3.300	5.900	0.927	2.354
3301	破碎	2.900	6.500	0.8	2.324
3302	謊言	2.800	4.200	0.98	1.86
3303	裂痕	3.200	5.200	0.812	1.965
3304	推擠	3.500	4.800	0.837	1.939
3305	未雨綢繆	6.000	5.000	1.414	0.707
3306	暴風	3.500	6.200	0.632	1.965
3307	瓜分	4.100	4.600	0.374	1.881
3308	煙霧	4.600	3.000	0.374	1.414
3309	騷亂	3.000	6.000	0.707	1.817
3310	擦傷	3.700	4.100	0.748	1.594
3311	殘廢	1.800	6.500	0.51	1.949
3312	輾轉	4.500	3.000	0.316	0.632
3313	退學	2.800	5.200	0.927	2.227
3314	藐視	3.000	6.200	0.632	1.806
3315	糾纏	3.000	5.400	0.632	2.131
3316	束縛	3.600	4.700	0.735	1.536
3317	偷工減料	3.000	6.000	0.707	1.517
3318	曖昧	5.700	5.000	0.98	1.789
3319	鬧事	2.900	5.600	0.86	1.772
3320	辯解	3.600	4.900	0.583	1.828
3321	梗塞	3.300	4.600	0.98	2.267
3322	償付	4.500	3.500	0.949	1.483
3323	凌虐	1.900	6.800	0.583	2.462
3324	渺茫	3.000	3.800	0.949	2.227
3325	遜色	3.700	4.000	0.51	1.378
3326	追訴	4.000	3.800	0.707	1.503
3327	委屈	3.400	4.600	0.49	1.744
3328	加害	2.300	5.900	0.4	1.855
3329	休克	2.400	5.000	0.97	2.608
3330	獨裁者	3.000	6.000	0.949	1.789
3331	文盲	3.500	4.000	0.894	1.844
3332	不許	3.500	5.000	0.894	2.098
3333	徵稅	4.400	3.100	0.86	1.744
3334	撕毀	3.300	5.400	0.748	1.828
3335	退步	3.400	4.100	0.583	1.625
3336	最低	3.500	4.300	1.378	1.6
3337	衝動	4.000	6.200	0.837	1.965
3338	人身攻擊	2.600	5.900	0.374	1.497
3339	後退	4.000	3.100	0.707	1.281
3340	抵消	4.800	3.300	0.51	1.47
3341	虛假	3.000	4.200	0.707	1.435
3342	竄改	3.000	4.200	0.548	1.86
3343	冒充	3.100	4.400	0.917	1.655
3344	挫傷	3.400	4.000	1.02	2.258
3345	撕裂	2.700	5.600	0.6	1.985
3346	毒害	1.900	5.800	0.374	1.631
3347	乞丐	2.800	4.700	1.03	1.939
3348	一廂情願	4.600	4.100	0.97	0.663
3349	作祟	3.900	3.700	0.663	1.536
3350	沈寂	3.800	2.300	0.927	0.872
3351	殺戮	1.600	7.500	0.583	1.183
3352	阻隔	4.200	3.500	0.678	1.732
3353	欺壓	2.700	5.300	0.748	2.088
3354	軍閥	3.700	4.200	0.872	2.135
3355	僵持不下	3.400	5.300	0.2	1.288
3356	搖擺	4.300	2.900	0.748	1.02
3357	傳染性	3.200	3.500	0.812	1.817
3358	失手	3.100	4.900	0.663	1.855
3359	罷了	3.800	4.800	0.927	1.6
3360	敲詐	3.000	5.100	0.707	1.908
3361	拉出	5.000	2.900	0.316	1.114
3362	斥責	2.600	6.300	0.374	1.03
3363	內鬥	2.700	5.400	0.678	1.985
3364	未知	4.600	2.200	0.2	1.166
3365	重擊	2.500	6.000	0.447	1.871
3366	簡陋	3.800	3.400	0.51	1.356
3367	槍聲	3.400	4.400	1.2	2.653
3368	罷課	2.800	6.100	0.872	1.281
3369	幼稚	3.400	3.900	0.735	1.562
3370	根絕	3.800	4.800	1.86	1.939
3371	未加	4.400	3.000	0.374	1.095
3372	畸形	2.800	4.700	0.812	1.887
3373	吵架	2.900	6.000	0.49	0.837
3374	割傷	3.500	4.900	0.837	2.154
3375	誤認	4.100	3.200	0.374	0.678
3376	發洩	3.800	6.500	1.691	0.632
3377	戰敗	2.400	6.500	0.86	2.0
3378	出乎	5.100	3.200	0.2	1.327
3379	搖晃	4.600	3.200	0.49	1.166
3380	失落	3.000	3.300	0.949	1.249
3381	逃走	3.200	5.400	0.812	1.068
3382	冀望	6.400	4.600	0.49	1.772
3383	自立自強	6.200	5.700	1.166	1.4
3384	敬愛	7.100	5.100	0.97	1.8
3385	事跡	5.100	2.300	0.2	1.077
3386	直率	6.500	4.600	0.837	1.655
3387	芳香	6.400	3.000	0.86	1.14
3388	健壯	6.900	4.400	0.663	1.02
3389	無價	6.200	4.800	1.122	2.379
3390	報答	6.400	4.900	0.735	1.428
3391	聽話	6.000	3.300	0.447	0.6
3392	牢固	6.100	3.600	0.374	0.86
3393	為傲	7.000	5.300	0.0	0.748
3394	學有專精	6.700	4.800	1.03	0.51
3395	正道	6.700	4.300	0.98	1.4
3396	興高采烈	8.300	7.800	0.4	0.4
3397	天籟	7.500	5.200	0.707	0.98
3398	稀奇	5.900	5.000	0.86	1.761
3399	判斷力	5.100	3.200	0.2	1.327
3400	養活	5.700	4.500	0.4	1.924
3401	友愛	6.800	4.000	0.4	0.894
3402	簡樸	6.000	3.100	0.447	1.241
3403	易懂	6.000	3.200	0.548	0.927
3404	標緻	6.300	3.300	0.6	1.6
3405	出人意表	6.400	5.500	0.583	1.183
3406	厚道	6.000	4.500	0.447	1.483
3407	不亦樂乎	7.100	6.900	0.663	0.583
3408	安和樂利	7.300	5.400	0.748	0.583
3409	一帆風順	7.400	5.400	0.8	0.86
3410	簡明	5.700	3.000	0.4	1.095
3411	顯赫	6.200	4.800	0.51	1.364
3412	茂盛	6.200	4.700	0.245	1.6
3413	最高	7.200	5.600	1.327	1.744
3414	嬉戲	5.000	4.900	0.548	2.417
3415	無敵	8.100	6.800	0.49	1.435
3416	變好	7.000	5.000	0.949	1.095
3417	才幹	5.900	3.600	0.583	1.158
3418	報喜	7.500	5.800	0.447	1.435
3419	心平氣和	5.700	3.000	0.678	1.643
