No.	Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD	Category
295	關於你的疑問，確實沒人保證開雙B就不會死，開T就穩死，但發生車禍時的存活率確實有差，單單為了出門時可能有十萬分之一發生事故，發生事故時的存活率差10%，這樣算起來只增加百萬分之一的存活率，有需要選購較安全的車款嗎?	3.875	5.375	0.599	0.992	car
571	對您此次入住的不愉快酒店深表歉意，若您對客房清理的時間有一定的要求，請撥打房間內座機上的一鍵通，前臺會通知管家部及時給您的房間進行打掃。	5.444	3.429	0.497	0.728	hotel
1695	當時「萬年國會」正當性不足，才藉由「國是會議」取得後來修憲的正當性基礎。	4.500	4.750	1.025	0.661	political
1786	「全國看起來都同意一件事：馬先生是個沒用的笨蛋。	3.875	5.429	1.053	1.178	political
531	我個人是換KYB黑筒避震器覺得比原廠還好多了而且又不會太軟覺得可以接受，但我看網友都說Toms不錯也可以給版主參考我覺得每台車子都有優缺點改善缺點即可，至於版主提到何時更換我也有想過此問題，最後我認為越早越好，不要開了四年保固後才換避震器我個人覺得失去更換意義，給您參考~~	5.250	3.000	0.433	0.707	car
2187	2011年之前的幾款Mac仍然可能容易遭受類似ZombieLoad的安全攻擊，而蘋果無法解決這個問題，因為英特爾不會發布必要的微程式碼更新。	3.889	3.333	0.737	1.826	news
2161	在日常生活中遇見一些貌似很蠢很不方便的設計，直到有一天偶然間明白設計師的用心之後，讓你豁然開朗，然後大呼過癮。	7.000	5.375	0.866	1.798	news
2247	說實話，我從事大氣科學方向的學習也有些年頭了，對於這個概念我還把握不好，別說不從事這個方向學習的成人，更不要提知識面更窄的孩子們了。	3.444	3.444	0.497	1.641	news
917	跑起來還是不錯沒有衝突。	6.125	3.857	0.331	0.99	laptop
1780	基於對科學的信仰，我決定以後在中國共產黨及人民行動黨之中擇一支持。	4.500	5.750	0.866	1.199	political
1510	如果到了那個年紀，真的想要生小孩，也確定找到一個不錯的對象，那就生啊！	5.556	4.857	0.685	0.833	news
129	這本小說是傷感的，是讓人心碎的，查理這麼一個正直，勇敢的男子漢被無情的戰爭絞殺是任何人都不能接受的，但小託卻要承受這個痛苦，他的家庭是那麼的不幸，以至於他的成長充滿陰影，但他能夠感受生活給他帶來的快樂。	3.000	6.167	1.0	1.213	book
1456	蘇震清小時候住鄉下，經常和朋友在田間抓田鼠、青蛙，難免遇到蛇，還有一次用小蝌蚪釣青蛙，結果卻釣到一條蛇。	5.111	4.778	0.567	1.133	news
1052	蔡女覺得兩人個性和背景差異頗大，上月提出分手，但曾某不願意，軟硬兼施希望女友回心轉意，卻都沒有進展。	4.100	3.667	0.943	0.943	news
1326	學校除決定將他在教室的課桌椅保留到運動會結束後，還會在運動會時將他的椅子帶到操場與同學們在一起。	5.750	4.000	1.392	0.756	news
2873	員警的白目提問，包含要受害人比較性侵與過往性經驗的感受，問受害人有沒有努力反抗，還問她是不是在下意識中，知不知道受害人要是完全沒反應，性侵很難得逞。	3.000	6.125	0.667	1.452	news
2807	節目指出，倘若鄭在其他國家或城市為官，早已被罷免撤換，只有港府及本港立法會議員選擇窩囊不出聲，不盡職按民意向鄭追究到底。	3.714	3.333	1.161	1.795	news
974	CPU顯卡也完全夠用，介面也非常齊全，總體來說很滿意！	7.143	5.000	0.35	0.816	laptop
954	顯卡是65nm的，估計是9300GS的馬甲，nVidia的老把戲，估計再這樣玩下去要NV倒閉了。	3.750	5.500	0.433	0.866	laptop
853	另外散熱也很好，沒有傳說中的那麼差，看來需要親自體驗才知道。	5.889	4.571	0.737	0.904	laptop
828	感謝您對大連銀帆賓館的良好評價！	6.667	4.143	0.471	1.125	hotel
2113	據官方統計，此次的年度盛典成績不俗，線上觀看近2000萬，全網過億曝光，微博話題映客527星光夜累計閱讀量破億，600萬份互動禮品被迅速搶空。	6.400	5.857	0.49	0.833	news
895	所有驅動都能裝齊全了，指紋識別，非要在XP下使用的朋友，可以用替代驅動.	5.222	3.857	0.416	0.833	laptop
2165	這款很有價格優勢，無磷，不含防腐劑和熒光增白劑，主要包含脂肪酸鈉、甘油和沸石粉等，適用於內衣內褲、貼身衣物等，可以瓦解血漬，建議有需求的值友別錯過。	5.625	4.500	0.696	1.803	news
1253	這句話，糾結出社會心中的哀慟。	3.333	3.571	0.471	1.178	news
990	本人兩天前4999時下的單，昨天下午最後截止日提的貨，系統還沒換，電池沒充電，不過現在又有點資金，看中一款2530p，想把昨天拿的這款出手。	5.000	3.500	0.0	1.118	laptop
1509	我在教會看到很多不離不棄的情感，心裏面也會希望有一天能夠遇到這樣的感情。	6.444	5.625	0.685	0.696	news
2372	又或想像一條人行道有些許紙屑，如果無人清理，不久後就會有更多垃圾，最終人們會視為理所當然地將垃圾順手丟棄在地上。	3.500	3.857	0.5	1.641	news
1844	對於辨別這個團體遊很大的幫助。	5.375	3.556	0.484	1.165	political
118	自信是小朋友邁開成功的第一步！	6.750	5.571	0.433	0.495	book
2670	如果你喜歡整個旅程編排妥當，井井有條，去年推出的手機GoogleTrips可以幫到你，最近Google將這服務推出網頁版，更方便使用者在電腦編排行程。	6.714	4.833	0.452	1.067	news
1358	三溫暖員工發現不對，將男友攔下，趕快跑出門口呼喊經過的員警，這時才叫了救護車，將吳姓少女送醫。	4.250	5.429	1.09	0.728	news
1619	近50名外勞與移工團體代表高喊「反工資脫鉤，要同工同酬」、「反血汗長照，要家服立法」，要求政府正視移工面臨的問題。	2.875	6.000	0.599	1.414	political
2830	其次是，仍在內地生活但噤聲，家人不提，孩子不知，表面上若無其事，實際上刻骨銘心，午夜夢迴，難以釋懷的朋友。	4.143	3.500	0.833	2.0	news
2684	從現場閉路電視片段所見，遇劫男子手持黑色手提袋行過，車內埋伏疑匪隨即落車，不久返回車上開車離去，遇劫男子的頭及手受傷，送往伊利沙伯醫院治理。	3.500	5.667	0.5	1.106	news
257	我很喜歡這套書，她也是阪田先生畢生著作的精華，值得你擁有！	6.750	5.286	0.433	1.75	book
599	兩個人住標準間，只給一張房卡，還很挑釁的看我。	3.375	5.375	0.484	1.111	hotel
2150	高雄有一家牛肉麵老闆王士春，16歲喪母，就算事業版圖拓展到香港、中國，卻沒有機會對自己的媽媽表達孝心，於是在母親節這天，決定用一碗燉到軟嫩的牛肉麵聊表心意。	6.444	4.667	0.956	1.826	news
398	油耗比安全配備還要更吸引人更重要?	4.222	5.444	1.03	1.641	car
1647	於是勞保、健保的財政漏洞持續擴大，形成惡性循環。	3.333	5.286	0.471	0.881	political
471	你會很開心嗎?	5.250	5.750	1.199	0.968	car
1970	但部分國營事業在?額虧損下，每年仍可領三、四個月的獎金，引發社會高度質疑。	3.333	5.250	0.816	0.661	political
1858	但這隻針對今年的績效獎金，至於明年的情況要再看。	5.000	3.125	0.667	1.166	political
1795	甘地願意為了抗爭入監服刑這才叫公民不服從，你們哪一個甘願服刑?	4.000	6.375	0.866	0.484	political
1959	同意戶要求上樓求見郝龍斌，在市長室所在的11樓電梯出口被警方阻擋，雙方發生輕微推擠，都更處人員表示，希望同意戶先進入會議室等待副處長簡裕榮，不過遭到同意戶拒絕。	4.000	4.000	0.816	1.673	political
1946	他逝世前患有癌症、糖尿病及高血壓等疾病，在北京休養並接受治療。	3.667	4.571	1.247	0.495	political
20	呵呵，現在買了很多花草茶，還有茯苓粉，打算再做種子眼霜。	5.250	2.833	0.433	0.687	book
1205	許多粉絲在看完臺韓冠軍爭奪戰的網路直播後，意猶未盡，爭相在臉書上發表感言，甚至有粉絲提議，乾脆設個「英雄聯盟紀念日」。	5.429	5.000	0.495	0.816	news
2167	近幾周以來，美國和中國關係的緊張以及學術交流審查的加劇，增加了耶魯大學和全美大學眾多國際學生和學者的不安。	3.000	4.222	0.0	0.786	news
887	友達LED屏，獨顯，滿意，到手是完美屏，不錯	6.778	5.000	0.786	1.563	laptop
1426	叱吒科技界的微軟，其Windows作業系統、Office文書處理軟體、InternetExplorer網際網路瀏覽器、MSN通訊軟體等，自1985年起後的數10年，大家都對微軟及其產品相當熟悉，甚至是每天都要使用這些產品。	5.556	3.143	0.685	1.355	news
2314	民主派會議召集人毛孟靜批評，律政司司長鄭若驊以及保安局局長李家超，在立法會保安事務委員會的特別會議上，回應提問時言不由衷和迴避問題。	3.857	3.556	0.35	1.707	news
573	房間偏小，軟件應該能達到三星級的水準，硬體稍差。	3.778	3.286	0.629	0.7	hotel
1924	美國於10月底遭珊迪（Sandy）颶風侵襲，重創紐澤西州、紐約州及紐約市等地，造成重大傷亡，財物損失總額超過500億美元（約新臺幣1兆4427億元）。	4.000	3.000	0.816	1.225	political
34	這是我多年看書的體會。	5.667	4.000	0.816	1.069	book
2551	外傳美其名是補完正傳中空白的歷史，難聽點說就是憑空捏造故事，只要不影響本傳的劇情，作者喜歡怎樣寫也可以。	3.857	3.857	0.639	1.959	news
1238	遊戲基地總經理江文忠：「像電玩打怪，就會經驗值就有錢，可以立即得到一些成就，那在工作上如果有機會變成這個樣子，在工作上有機會，做每件事情都有評核的標準，他就會知道怎麼去努力得到他的獎賞。	5.714	5.000	0.452	1.118	news
2664	在努力工作多年以後，退休者理應有享受悠閒生活、社會保障的資格，和年長者優待福利等，然而這些特權根本彌補不了年長者大幅降低的社會地位。	3.429	4.875	0.495	1.166	news
2515	禮堂內擠滿了康仔工運上的朋友、共事多年多年的戰友、協助過的工友.......禮堂內臨時加了很多椅子，但都不敷應用。	5.429	4.143	0.495	0.99	news
2378	新竹湖口一名甲保廠履車廠服役的徐姓男子，為了想要休假偷懶，竟然向連上長官稱說，自己的爺爺、奶奶和外婆相繼過世，企圖騙取每次8天、共24天的喪假。	3.000	5.250	0.667	0.968	news
359	隨你高興	3.222	5.500	0.916	1.581	car
282	如果是第一次養育寶寶，會有意想不到的收穫，重要的是教會你注重寶寶的個性，保護寶寶的個性，如何避開護理的誤區，如何第一時候掌握病情，如何第一時間解決問題，如何預見和防護寶寶的安全。	6.000	4.444	0.775	1.165	book
2336	iFixit猜測底下的微關開可能也有被改動到，採用新的合金或熱處理方式來延長壽命並減少誤按，但對此並沒有太明確的證據。	5.000	2.714	0.0	1.03	news
377	不知道就別在這唬爛了~這跟那些說網路慢然後說甚麼美國速度慢歐洲速度慢澳洲速度慢...沒根據就說，結果被住在國外的說你真的出過國嗎?	3.375	6.444	0.484	1.066	car
2905	在全國識字率只有40%、嚴格控管市面流通書籍的阿富汗，印刷產業並不如一般人想像得艱困，反而正在急速成長。	6.000	4.333	0.577	1.795	news
1405	馬克與艾迪住在一起、一起做鞋匠，但當兩人因遺傳性青光眼導致逐漸失明，便決定尋求安樂死。	3.625	5.250	0.992	1.479	news
2487	苦主網友進一步說明，自己雖有認出該藝人身分，但一來領0元包裹本來就必須連萬能的超商店員都沒辦法忍受這等奧客行為了！	3.286	6.250	0.452	1.199	news
622	到了酒店，問司機接機費多少錢時，竟然告訴我是免費的！	7.000	5.750	0.0	0.968	hotel
765	這次正好趕上國際柔道比賽的代表團入住，酒店對普通住客的服務有所下降。	3.750	4.714	0.433	0.452	hotel
89	當在使用對身體有幫助的物品時，請相信它，感受他，感激它，身體會吸收的更好。	6.500	4.143	0.5	1.125	book
262	收到書的那天，正好是和兒子一起去郵局去的，一到家，他就迫不急待的打開書，一口氣全部看完，特別是對書中動物、人物的神態表情，一遍一遍地翻過來對比，突然，他在房間裏大聲喊到：媽媽，這是我六一兒童節收到的最好的禮物！	7.000	6.714	1.0	0.452	book
2532	在面臨涉及領土爭議的國際衝突時，人們難免尋求歷史、史觀或宗教觀，作為各自論點的依據，因為它們往往提供有關正義、權利的準則。	5.000	2.143	0.0	0.99	news
1929	外交部說，捐款正由駐美代表處及駐紐約辦事處與美方有關單位研商，擇適當時機透過公開儀式捐贈。	5.444	4.000	0.956	1.118	political
1727	胡錦濤這次「裸退」，也創造中共史上同時卸下總書記及軍委主席先例，此舉將有利中共高層制度輪替。	6.000	5.625	1.0	1.111	political
1927	政府秉持人飢己飢、人溺己溺精神，並感念美國政府在臺灣遭受莫拉克風災侵襲時積極協助救災，捐贈130萬美元（約新臺幣3750萬元）救濟賑災。	6.667	5.143	0.816	0.639	political
178	二○○九年中國擔任法蘭克福書展主題國時，他雖受邀卻被當局禁止出境。	3.333	4.571	0.943	0.904	book
1827	想吹冷氣要電費，卻無法忍受核電的危險.	2.875	5.857	0.599	0.99	political
2770	天貓精選6月1日0點開始前2小時報價138元包郵，此款升級版19件套，細緻入微小確幸，從容待產、孕育、坐月子，做幸福媽媽。	6.857	4.714	0.35	1.666	news
2913	Google今天在美國東部發生伺服器壅塞情形，對Snapchat和YouTube使用者造成問題，網友紛紛上社群媒體抱怨這些熱門應用程式無法使用。	3.667	4.750	0.471	1.392	news
1366	王寶蒞說，不能以陳昱安砍殺父親幾刀而認定其犯罪層次，1名小孩如此傷害父親，「背後難道無更深層的原因？」，且針對刑法第57條科刑時須審酌的各項情狀，也還需盤點式調查。	3.667	5.500	1.155	1.225	news
1346	還有包子被埋在沙灘中的畫面，網友ShellyHsiao說，天啊海灘的好像什麼折磨酷刑影片...。	3.444	5.500	1.165	1.225	news
2631	英國脫歐限期推至10月31日，但文翠珊的脫歐方案，三次被國會否決，文翠珊認為，地方選舉結果為目前僵局給予新的迫切性。	4.500	4.667	0.5	1.106	news
104	這是一本非常值得推薦的一本書，我讀後收益頗多，並且已推薦給我的朋友，希望也能對別人有所幫助。	7.625	5.857	0.992	0.833	book
918	唯一美中不足之處在於我離店之後發現手機充電器遺忘在房間，打過去電話詢問前臺居然不知道此事，後經服務生及清潔人員仔細尋找才找到（其實就在插座上）。	4.500	5.250	0.5	0.661	laptop
2199	因為韻律，身體才不被削為物；身體空間的記憶，若滅了韻律部份，就有反生命的危險——以此觀之，羅浥薇薇是在倫理與才份上，雙雙俱足的守護者，珍稀且強悍。	6.250	4.750	0.661	1.09	news
23	書裏傷感的情節而落過淚感嘆唏噓但是這不是我要的每個人追求的愛情不一樣，有些感受卻是可以一樣的吧	4.222	4.143	0.916	0.99	book
1460	李俊俋收藏蛇領帶也是「低年級」的民進黨立委李俊俋，對蛇相當冷感，被問及對蛇有何感覺？他說，很少談這種東西，倒是有收藏一條蛇圖案的領帶，是在國外旅遊時發現的；因有關蛇的物品比較罕見、自己又屬蛇，覺得有趣纔買回來。	5.000	4.286	0.5	1.278	news
2877	全球行動通訊系統協會警告稱，設計拙劣的5G頻譜拍賣可能會嚴重影響5G時代的潛力，甚至在它真正開始之前。	3.556	4.000	0.497	1.563	news
724	太讓人失望了！	2.667	6.125	0.667	0.781	hotel
2595	每次碰到車子在路邊隨意亂停，光是開單拖吊，好像有點治標不治本，畢竟貪圖方便或是覺得自己不會那麼倒楣被抓的駕駛者多的是，只有真的讓車子沒法停，才是根本之道。	4.500	3.000	0.5	1.5	news
2306	網際網路正在發生分裂，各國家和公司很快將被迫對自己的網路未來做出一個嚴酷的選擇，即選擇西方模式還是由中國共產黨所建立的模式。	4.000	3.571	0.866	1.294	news
1038	張姓清潔員答辯時說，借調之前長官就說了不會影響獎金，事後卻任意更改勞僱契約、調整薪資結構，「要我退還已領的薪水，不只侵犯員工權益，更破壞人民對政府的信賴，實在鴨霸！	2.500	7.444	1.025	0.956	news
2019	人一生不要總求童年不幸的陰影面積，與其自怨自艾，不如去讀書吧，讀書可以治癒一切，你的所有疑惑，都能在書裡找到答案。	6.200	5.429	0.4	1.05	news
1225	孩子終究在少年媽媽的肚子裏，女方得與家人討論，做出重要的決定。	5.000	4.000	0.0	0.926	news
1895	日前臺北市長郝龍斌在月前表態支持阿扁保外就醫，並強調阿扁的保外就醫不單是司法問題，而是牽動許多綠營情感的社會心理問題，對於一個深藍且執政的人物，郝龍斌似乎捅了個馬蜂窩，幾乎被藍營罵翻了，但郝龍斌的這番話似乎僅點出了現況，殊不知更深的意涵就是國民黨對臺灣的另一種道歉方式，更是消弭藍綠對立的一種方式。	4.400	4.714	1.114	1.03	political
808	一氣之下我把它給拆了，應該是裝配問題，風扇運轉很安靜，是其他地方和它發生了共振或摩擦，從新裝了一遍現在好了。	4.143	4.571	0.99	1.678	hotel
1081	家庭不可碰觸的禁忌，憂心家庭經濟比率佔四九％，纔是親子間不可說的秘密。	4.125	4.556	0.599	0.831	news
682	晚上有小姐騷擾電話。	4.000	5.000	0.756	1.155	hotel
468	以數落豐田的不足來突顯你開福斯的優越只會搞臭福斯車主的名聲擁有如此極端偏頗的觀念沒有資格駕駛福斯批評豐田車主格局小自己卻是自我感覺良好的井底之蛙不尊重豐田車主你也該自愛保障一下福斯車主的尊嚴吧補充說明:你朋友照品牌車主僱人的方式絕對做不久因為比豐田車主更沒格局	2.750	6.286	0.661	1.578	car
522	這種狀況我最近也遇到，一位長輩在借開IS250上武嶺後，直接說買這種車真不值得，倒不如買Camry還比較舒適，他介紹好幾個朋友買camry，每個開過都讚不絕口	5.857	5.500	0.99	0.707	car
2307	與用於規避正常謊言檢測方法的技術不同，研究人員發現，接受腦成像謊言檢測測試的人可以通過兩種思維技術大幅降低結果的準確性。	4.625	4.500	0.484	1.732	news
2248	從美國進口中國科技類產品重點徵稅清單來看，新一輪2000億美元商品主要涉及計算機及零部件、通訊裝置、電視攝像機等。	5.000	2.143	0.0	1.245	news
1182	他對學習毫無動機和興趣，上課都在睡覺或鬧同學，我寫過很多次聯絡簿，也打了無數通電話給家長、去家訪，家長說她都知道，小孩打也打了，罵也罵了，送去安親班還被退貨，人家不收。	4.000	5.667	0.756	0.745	news
2319	曾以房仲為業的薛姓男子，今年3月起陸續在臺南破壞多輛電動機車Gogoro後被逮送辦，不改惡習，不僅持續作案，還跟蹤妙齡女子返家，遭斥責後亮刀恐嚇，昨晚被拘提。	2.333	5.500	0.943	1.118	news
306	還可以賣的那麼心安YO!!ALLNEWCAMRY新款的喔!讓人家感覺新的一定比較好如此行銷法手實在讓人不齒	3.000	6.000	0.0	1.069	car
947	解析度可以自己設定新的，方便遊戲。	5.571	4.750	0.495	0.968	laptop
494	別有一番駕駛樂趣。	6.000	5.111	0.0	0.567	car
1023	重要產業發展，電競優異成績是否可以比照其他競賽有升學輔導，雖然家長不見得喜歡小孩打電動玩具，但從長期發展來看，目前全世界有30個國家將電玩遊戲當成重要產業，臺灣也必須深刻思考，教育部會在三個月內提出相關辦法。	4.857	3.444	0.639	0.497	news
209	女作家和男作家的區別，在於擅長在邏輯嚴密和氣氛緊張的犯罪推理之外，對人性的軟弱、複雜和彼此之間可堪或不堪的關繫	5.444	4.625	0.497	1.409	book
754	讓人匪夷所思的是衛生間的門，居然是透明的，又不是情色酒店，入住的不是情侶只是朋友就算是同性也感覺怪怪的，沒有任何隱私。	3.375	5.111	0.484	0.875	hotel
1115	化名「浩一」的25歲青年，花了3萬圓（約9900臺幣）向東京一家便利屋租了兩位女性朋友。	5.000	2.625	0.0	0.696	news
1706	我們是中性的看待，試圖提出合理解決的方案，創造合理討論問題的空間」。	5.556	3.571	0.497	1.294	political
844	我在京東網買的華碩筆記本，第二天就發現嚴重的問題，無法使用。	2.875	6.333	0.331	0.745	laptop
2338	坦白說，我是耳根子硬的人，很怕被說一定要怎樣怎樣，絕對不可以這樣那樣，後來想想，與其顧慮一堆，還不如我自己來吧。	5.400	3.571	0.49	1.294	news
1496	因此在他們前進美國爭取世界冠軍前，很多人並不看好TPA能有亮眼成績，甚至臺灣內部都有很多質疑的雜音。	3.750	4.444	0.829	1.066	news
2616	在蘋果強推USB-C並砍掉3.5mm耳機插孔的情況下，協力廠商配件開發商貼心地為蘋果使用者提供了一系列的迂迴式解決方案。	5.875	2.250	0.781	1.299	news
2191	而且愈多計畫帶來愈多壓力，一旦某個計畫中的事情卡關，就會想要整個放棄，或是一直卡關在那邊，而整個計畫都往後拖延？	3.375	6.000	0.696	0.535	news
794	我住了5天，而且從沒提過中途退房，最後攜程告訴我酒店說我只住了2天就退房了，雖然最後是解決了，但很不爽唯一好得，酒店工作人員還比較熱情	3.875	5.625	0.781	0.992	hotel
1551	2012年十大新聞，由你決定誰最大條！	5.111	5.143	0.314	0.833	news
105	生活在紛繁複雜的世界中，要做到不抱怨是何等的不容易，但是《不抱怨的世界》它運用簡單的方法可以幫助你控制自己的語言，以至於將思想調整到正向，進而你將在無意識中改變自己的生命。	5.444	4.429	0.956	1.841	book
1855	國營事業有各種型態、種類及業務性質，尤其部分國營事業是在市場上和同業競爭，能否獲利，必須考量是否具備和同業競爭的條件因素。	5.125	2.714	0.331	0.452	political
1756	其中一人告訴媒體：「對以色列而言，這是很壞的消息。	3.778	4.625	0.916	1.218	political
1107	對華援助協會也對這一判決結果表示震驚和憤慨。	3.875	6.333	1.269	1.155	news
1283	楊典忠議員表示，近日不斷發生讓人痛心的事情，今年8月27日在北屯區大坑發生7只小狗集體遭毒死案件，聽說還有10幾隻沒被發現，以及8月31日在清水區信義新村發生4只小狗、1只小貓遭毒死案件，去年大坑光西巷附近也有30只小狗慘遭毒死，今年9月21日在豐原區翁子派出所也接獲毒狗案件，9月15日在霧峰區中正路還有小狗遭捕獸夾夾傷案件。	2.778	5.333	0.629	1.491	news
879	用了一個50元券，花了2649入手的，價格而言是無敵了，當然你要是3199入手，價格上就沒有優勢了，產品秉承了華碩的一貫品質，各方面做工都優於MSI的	6.200	5.375	0.872	0.696	laptop
2783	美中貿易戰一波未平一波又起，川普總統揚言將再對中國3250億美元商品加徵25%關稅，引發中國反嗆走著瞧，6月1號起，也要對美國商品加徵25%的關稅。	3.750	5.250	0.661	1.09	news
430	這樣講就會有人說命只有一條要買就要多花點錢買安全的車如果有錢可以買好一點的進口車開起來操控好爽度又夠又拉風誰願意開國產車?	3.778	6.667	0.786	0.471	car
2541	喬治敦大學隱私和技術中心的一份新報告揭露了紐約員警局面部識別系統的廣泛濫用，包括影像改變和使用非可疑影像。	4.143	2.889	0.639	1.595	news
2625	本週，他成為YouTube最新的惡棍，以創紀錄的速度失去了訂閱者，這完全是因為查爾斯恩師TatiWestbrook釋出的一段43分鐘的視訊。	3.375	4.300	0.484	1.269	news
568	實在是庭院深深，適合有車的朋友住。	5.500	5.222	0.5	0.416	hotel
2683	一，Youmustlikemeforme這句話節選自大家最喜歡的TaylorSwift的歌曲Delicate。	5.250	2.625	0.661	2.118	news
2311	和別人說著話、做著事，思緒卻不由自主地走神，過了好一會才回過神來；經常感到煩躁、不耐煩，對手頭的事情提不起興趣，特別容易分心。	3.500	5.333	0.5	1.563	news
958	外觀帥氣，精緻，顯示燈豐富，配置合理，VISTA下評分達到5.1，顯卡強勁達到5.9；各種模塊齊全，攝像頭藍牙都比較實用，音響效果的確不錯；之前大家關注的散熱問題，我也覺得滿意，北京那麼熱，我連續用半天，跟同學多臺電腦相比熱量沒他們的明顯，個人覺得大家不一定聽取某些人的片面抱怨，聯想還是值得信賴的大品牌；裝系統還算方便，隨機有VISTA驅動光盤，XP的可以再官網下。	6.625	4.800	0.484	0.98	laptop
1022	行政院長陳沖昨天表示，軟體產業很適合東方人，可將東方的歷史文化融入軟體設計，可以比照優秀體育選手服替代役方式來研擬。	5.556	4.143	0.497	0.833	news
769	急趕飛機，申辯無效後就氣憤的付錢走了這樣的服務態度，真讓人失望下次我應該不會再選擇它了	2.100	6.556	0.831	1.343	hotel
2744	Gogoro電動機車目前掛牌數突破1萬輛，車主數也突破15萬大關，目前全臺電池交換站約有近1200座，這也是第一起Gogoro電池交換站失火的意外。	3.833	5.333	0.373	1.106	news
2376	過去Google的旅遊相關服務散落在不同的地方，例如在Google行事曆或是Google地圖上，出現你訂位資訊。	5.900	3.200	0.943	2.04	news
1362	陳昱安被控於民國99年9月間因揣測父親對他偏心，不滿父親多次要求他外出工作，預先準備生魚片刀及菜刀，砍殺父親110多刀致死；歷審均依殺直系血親尊親屬罪，判處陳昱安死刑。	3.600	3.000	1.2	1.069	news
207	試試看的心情，買了一套，結果，女兒一看就喜歡上了，這套書的特色比較鮮明，每一本的主題對塑造孩子的優良個性都有	6.625	5.600	0.484	0.49	book
103	我想，就像書中所言：情緒是一種能量，會來也會走……這真是一次奇妙的閱讀經歷，更重要的是，這是一次久已缺失的心靈洗禮！	6.750	5.875	0.661	0.781	book
1236	寒假開始，桃園業者這兩天遇上好天氣，一天就湧入5000人，成長4成，春節更要衝1倍業績，雲林業者寒假搬出新設施，門票打66折，預估業績也能成長3成，樂園寒假搶客戰，正式開打。	5.778	4.750	0.786	1.199	news
535	我在高速公路上看過一台箱型車爆胎，還可以平穩慢慢的開到路肩，真的很冷靜.	5.250	4.500	0.968	1.323	car
2438	勇於挺身挑戰、捍衛自身尊嚴、不屈服強權與對自己專業充滿自信的官僚，也許正是柯文哲最想從日本民族身上全盤移植的。	6.143	4.429	0.35	1.05	news
1942	相信在雙方共同努力下，柬中友好合作關係必將繼續向前發展。	5.667	5.167	1.333	0.687	political
2206	當前IT公司為了爭奪優秀的技術人才，提供的各種福利都很可觀，除了極高的薪資，什麼免費餐飲、健身房、衣服清洗、桌上足球、各種下午茶與外出團建應有盡有。	6.778	5.375	0.629	0.857	news
1718	我很高興全美國都愛上第一夫人。	6.750	5.750	0.661	1.09	political
75	對自身健康的大概瞭解還是不錯的，總之，身體的健康還是要靠自己日常的保養保護，另外樂觀向上，保持健康的心態也是對身體健康最重要的。	5.714	3.625	0.452	0.857	book
1911	當然是下地獄啊所以囉，這個基督教徒之所以會這樣講，純粹就是怕因為自殺而下地獄所以牽拖掌權者，把自殺硬拗成他殺，他就心安理得，自以為可以進天堂了不過話又說回來，這人的所作所為挺貪腐/挺黑金/無腦反核/挺學匪)就算不是因為自殺而死，也絕對進不了天堂啊	4.000	5.250	0.866	0.661	political
1754	至於凱瑞，以色列也擔心美國外交政策在他主導下，將會使以色列在巴勒斯坦問題和約旦河西岸屯墾行動上面臨更多壓力。	4.111	4.444	0.875	1.343	political
2183	頸椎病是臨床常見病，通過合理、適當的運動可收預防和治療之效，但如果運動不當則可能會適得其反，引起或加重頸椎病的病情。	4.250	4.778	0.968	1.988	news
2493	就算別人說太瘋狂了，你也要勇於說出並面對狂野的夢想與抱負，這一點非常重要——很少有人在臨終時後悔努力追求夢想，但確實有很多人會後悔連試都沒試。	6.000	6.000	1.5	0.816	news
1497	8強賽，TPA首先要對抗世界排名第4的韓國代表隊NajinSword	5.444	4.000	0.497	1.069	news
770	不過在人性化設置上要予以改善。	4.000	3.667	0.0	1.106	hotel
1007	靜音，音箱效果還行，512M的獨顯	6.000	4.444	0.816	1.165	laptop
2346	值友9164898929結實耐用，讓貓咪玩的更歡樂~天貓精選實付5.9元包郵，近期好價，感興趣的值友不要錯過哦~	6.000	5.000	0.0	0.816	news
1280	其中一名男子隨後向吳宗憲示好，表示此事原則上要低調，不希望擴大，而李生原本表示暫不提傷害告訴，但下午又向中正一分局忠孝西路派出所提告。	3.778	5.333	0.786	0.943	news
1139	多數的臺灣網友樂見其成，稱讚臺灣終於出現可以與南韓「少女時代」PK的團體。	6.500	4.857	0.5	0.639	news
293	相信這才是車廠需要思考的方向。	5.750	4.714	0.433	1.278	car
2091	此外，這款平板電腦可與512GBmicroSD卡配合使用，是上一代機型可支援容量兩倍，但是其它引數保持不變，它甚至保持合理的49.99美元售價。	6.286	4.500	0.7	0.957	news
2356	美國密西西比一個州議員，嫌老婆脫衣服脫得太慢，他等行房等得不耐煩，把老婆痛打一頓，他吃上家暴罪，議會同僚和州長都要他辭職。	3.000	6.000	0.707	1.414	news
857	另外購買了聯想的X61T（朋友在美國帶回來的，*^__^*)嘻嘻……），所以想賣了臺1000HE，黑色的，原盒原京東包裝都在，如果是東莞的來看機最好，機子全新，貼了酷奇納米銀的鍵盤膜，絕對全新，發票單據齊全，京東給我的一樣不少，有意思的聯繫QQ282369262我手機13431221132	5.000	4.000	0.667	1.291	laptop
