Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
時期的甜蜜現在的	4.5	4.0	0.5	0.0
不論我怎麼期盼	4.0	4.5	0.0	1.5
那臺灣人還在客氣什麼	4.0	6.6	0.707	1.356
特朗普下令啟動餘下3千億美元中國貨徵稅程式	5.0	2.75	0.0	1.479
最艱難的期末考	3.667	6.0	0.471	1.581
必須先學會辯解	5.0	5.0	0.0	0.0
跟水槽裡的髒碗盤一樣	3.4	5.5	0.49	1.118
道理不是盡在美國那邊	4.667	6.333	0.471	0.943
他們激動又欣慰	7.0	7.0	0.0	0.0
中美貿易戰的勝敗取決於時機	5.0	5.75	0.0	1.299
練習過量勞損了	2.0	6.0	0.0	0.816
路過看到順手點讚喔	5.667	3.667	0.471	2.055
我認識的軍公教是都滿節儉的	6.0	3.667	0.0	1.247
買菜買水果卻選次級品	3.6	5.75	0.49	1.09
高一時候做的小花束現在還沒丟掉呢	6.0	6.0	0.0	0.816
放到高三已經是乾燥花了	4.667	4.0	0.471	0.816
連我剛剛去報案也處處刁難	3.0	6.0	0.0	0.707
不用再假裝自己在乎我	3.0	7.5	0.0	0.5
直面質疑中共政權	4.667	5.333	0.943	1.247
從我眼前除掉你們的惡行	5.0	6.333	1.414	0.943
除了在全港不同地方設立輻射監測站	5.333	2.667	0.471	0.471
臺北橋上的機車道	5.0	2.6	0.0	1.625
右半邊的的刮痕做得很逼真很有味道	6.0	6.0	0.0	0.816
有啥資格嘲笑俄爹	3.0	7.25	0.707	0.433
現在前田不知所措地跑來向我求救	4.0	4.667	0.707	0.471
不用再看那些刺眼睛的文字	6.4	4.25	0.49	0.829
總目標是高雄要發財	6.333	4.0	0.471	2.16
限制可出租日數	4.667	2.667	0.471	1.7
流氓行徑造反訓練的	4.0	3.0	0.0	0.0
澳洲無處不成風景	6.333	5.333	0.471	0.471
許多破敗的漁村與鄉鎮充滿了海洛因成癮者	2.6	5.5	0.49	1.118
精選百聽不厭西洋情歌	6.6	6.0	0.49	1.225
不然只能用暗示的	4.0	3.333	0.0	1.247
而家搵緊適當時候去做電療	5.6	4.0	0.49	2.0
這樣的逆向淘汰就造成臺灣政治的格局越來越小	3.0	5.75	0.0	1.09
一方強勢另一方關懷	5.4	3.2	0.49	1.833
以上團體皆已破產	3.0	3.8	0.0	1.939
表示憂慮及關注	6.0	7.0	0.0	0.0
會加深社會矛盾	3.0	5.0	0.0	1.414
畢竟給國人信心也是一國吉祥物的工作	6.0	5.25	0.894	0.829
雖然是個到處犯錯的白痴	4.667	5.667	1.247	0.943
一定令人熱淚盈眶	6.0	7.667	0.0	0.943
而自己心生怨恨	3.0	5.0	0.0	2.0
不知道當年他們是怎麼把校歌寫得這樣簡潔	6.0	5.0	0.0	0.0
讓遺眷備感溫馨	7.0	3.5	0.0	1.118
我為太關注自己生命而羞恥	3.0	6.25	0.707	0.433
我不爽的是我感覺冷了	2.75	5.667	1.299	0.471
和高通起訴蘋果的套路一樣	4.5	5.25	0.5	0.433
那跟希本人的意志無關	5.0	5.75	0.0	1.09
而是這個國家的大方向已經轉變	5.0	2.0	0.0	0.0
債務還有27	4.0	3.0	0.0	1.414
如果歐巴馬即將執政的時候冒出一個他媽媽跟普丁生的私生子	4.0	5.333	0.816	0.471
從0到100億的創業黃金公式	6.4	4.2	0.49	1.47
鄭伊廷不講信用	3.25	5.5	0.829	1.118
而中共利用這國恥巧妙的將民眾怨氣調離八九六四十週年	4.0	3.75	0.0	0.829
但他知道喜劇演員與丑角是不一樣的嗎	4.75	5.75	0.433	0.829
維護自己的尊嚴	6.0	3.75	0.707	1.785
財產被法西斯獨裁習	3.667	6.0	0.471	0.0
非常下流無恥危害世界安全	2.5	8.0	0.5	0.707
郭文貴的態度已經很明確了	5.0	6.333	0.0	0.471
你暗中勾結郭妖遲早會曝光的	2.5	5.8	0.5	1.939
回個帖還躲躲藏藏在別人推下	3.5	4.5	0.5	0.5
曰自力更生更可靠	6.25	6.0	0.433	1.0
沒什麼不敢撒謊	4.333	5.5	0.471	1.118
老子脾氣火的很	3.0	8.25	0.0	0.829
清明生日也是4	5.0	2.667	0.0	1.247
十年前的噴詞比現在還儒雅隨和	5.333	4.333	1.247	0.471
中國人反過來要抵制鴻海你怎敢	3.0	6.667	0.0	0.471
看電影拿會製造噪音的零食	3.4	5.0	0.49	0.0
能不能不要把自己智商低落的事情展露的一覽無遺啊	2.5	8.25	0.5	0.829
這幾個作秀都很突兀	3.5	5.5	0.5	0.5
這是為了之後要拯救中國	6.0	6.0	0.0	0.0
預言有提到中國拆教會和虐待信徒的報應嗎	3.0	5.0	0.0	2.0
怎麼會舉著侵略國的旗子	4.0	5.333	0.0	0.471
發燒都燒了三天了還說是一般感冒	3.0	7.333	0.707	0.471
影片為鄉下的熱情雞雞	6.667	6.0	0.471	0.816
然後大家都慌張成智障	3.5	6.667	0.5	0.471
都拿來咀嚼感慨	3.667	5.5	0.471	1.118
啊呸呸呸呸呸呸	3.0	8.75	0.0	0.433
還有有名的人上電視替它們宣傳	6.0	6.0	1.0	0.816
她跟我講了一些令人作嘔的餐館幕後事	3.0	5.667	0.816	2.055
其言語刻薄惡毒	3.0	4.667	0.707	0.471
調戲婦女挑逗年輕女性	3.25	5.0	0.433	0.0
出於善意真噁心	2.6	6.0	0.49	0.707
當時我震驚了10秒	4.5	7.0	0.5	0.0
小龍蝦養殖基地夢破滅	3.0	6.25	0.0	0.433
就你這德行還臺灣優先	3.5	7.25	0.5	0.829
京都人不堪其擾突顯全球觀光城鎮的美麗與哀愁	3.333	4.333	0.471	0.471
請你蠻橫地加入	5.25	6.2	0.433	1.47
還輪得到他們一天到晚在網上放屁	3.0	7.5	0.0	0.5
怎麼不說高盛的腐敗	3.667	5.0	0.943	2.16
中國農業有多落後你說來聽聽起	3.5	6.667	0.5	0.471
你們是中國最沒良心的混蛋	2.0	8.0	0.0	0.707
不如說是犯罪的天堂	3.25	5.5	0.829	0.866
美國政府只是像養狗一樣放縱他們撕咬自己曾經的祖國	2.5	6.5	0.5	0.5
可別再冒充基督徒了	3.75	6.25	0.433	0.829
基督徒的名聲會讓你這種牲人敗壞的	3.0	8.0	0.0	0.816
中國人以這種樸素的價值觀	5.333	3.0	1.7	1.414
大家說誰是混蛋王八蛋	2.6	6.75	0.49	0.433
畢業於知青勞改隊的文盲習近平	3.75	5.0	0.433	1.225
怎能開賭場卻放任大家投注到八點	3.0	7.0	0.0	0.0
那也犯不著給他們到處遊走找藉口	3.4	6.5	0.49	0.5
不再拿來轟個幾次才是笨蛋	4.0	7.0	0.707	0.0
淪為支那的一部分	3.333	5.667	0.471	2.055
她逃亡到過10年追訴期	5.0	3.0	1.0	2.0
不像信義區統一時代分店全部都有	4.333	5.0	0.471	0.816
我說過我不會流淚	5.25	7.5	1.785	1.118
用他們壓榨別人回來的錢捐款甚至資助新創	4.4	6.0	1.744	0.0
說要拓寬的是沒遠見的草包	2.333	6.0	1.247	2.449
感覺我是不是再次遲鈍了	3.6	5.25	0.49	0.829
又遲到了!!!!!!!!!	3.5	8.0	0.5	0.894
謊言連篇倒是第一!	3.0	7.75	0.0	0.829
分割槽表型別呢	5.0	4.333	0.0	0.943
至於我那些仇敵	4.0	5.2	0.0	2.227
但我人真的很手賤	3.6	6.25	0.49	0.829
把人家的孩子送進監獄	3.0	2.333	0.707	0.471
這幾年這廝一直不遺餘力地詆毀李文足	3.0	6.25	0.0	0.829
當時英國出來調停	5.0	2.75	0.0	1.785
蕩婦一邊和老公通電話	3.0	6.333	0.0	0.471
和偽造的反猶太主義傳教士和武器人	3.667	4.333	1.247	2.357
然後自己判斷為什麼種族主義者丹尼貝克獲得了一張免費通行證或者這些可憎的母親為他提供的蹩腳的藉口	4.0	4.0	0.0	0.0
還不知道這是會讓人很不舒服的嗎	3.333	6.333	0.471	0.471
幼兒又開始發燒	4.0	5.5	0.0	0.5
先是當了大壞蛋舅舅	3.6	4.8	0.49	1.939
我跟弟弟很生氣	3.0	7.5	0.0	1.118
這回貿易戰會犧牲很多無辜者	3.0	5.2	0.0	0.98
世界上最可笑的就是像你這種靠共產黨發的五毛養活	2.5	8.75	0.5	0.433
火氣大了不起是不是	2.5	8.0	0.5	0.707
這是臺灣最低階的小旅館	4.5	5.0	0.5	1.0
為一個上臺4年一事無成的婊子喝彩	3.0	5.667	0.707	0.471
總是選擇陷阱讓自己跳	3.0	3.333	0.0	1.886
而高通牢牢把握了3	5.0	4.0	0.0	2.121
但是在欺詐作弊上可是老手	3.333	6.0	0.471	2.16
不排除天朝和他同謀	4.0	4.0	0.0	0.0
蔡英文自己就是專制	3.5	7.0	0.5	0.816
板中最近發起的男裙週因為在高中校園中還算是嶄新的活動	6.5	4.2	0.5	1.939
他是不是大腦萎縮	3.667	5.333	0.943	0.471
今天刷推很踴躍的樣子	6.6	6.0	0.49	1.414
比起聊著時事八卦	6.0	4.0	0.0	0.0
貧道首創的捏蟲龍爪手	5.5	5.5	0.5	1.5
稱威廉出軌雜誌	4.333	5.0	0.471	0.0
總是非常滑稽且激烈的進行	4.8	7.5	0.98	0.5
老郭一直以獲取美國政庇為首要目標	3.5	4.5	1.5	3.5
在一片譁眾取寵中繼續編造虛假檔案	2.0	5.333	0.707	0.471
你可以不惜信譽和成本替他人繼續造謠汙衊	3.333	5.333	0.471	1.247
總覺得這年頭光天化日下會看到的幾乎都是無關緊要的私事被三流媒體扒糞	3.333	6.0	0.471	0.816
總給我講她們學校的陰暗面	4.0	4.667	0.0	0.471
考驗我軍必勝的決心	6.0	8.0	0.0	1.0
白宮是小喇叭下達命令的指揮中心	5.0	3.0	0.0	0.707
關注切斷電話已	4.6	2.25	0.49	1.299
當值猶太裔惡人	3.0	5.0	0.0	1.0
太平天國王親自座鎮支援孫臏和劉伯溫和神國中情局天使們用盡所有方法仍然無法開通	4.0	4.333	0.816	1.247
離扣扣二審判決就過去一個月了	5.0	2.0	0.0	1.0
我可沒有反駁你說的問題	4.5	6.5	0.5	0.5
但是我沒有?電梯抽煙道德阿	3.333	6.5	0.943	0.5
可是臺灣人說這種話真的完全沒法不贊成	4.5	6.5	1.5	0.5
不給最後的答案難道要盲目跟媒體風向	3.5	7.0	0.5	0.0
感覺酒醉之後才是真話	5.0	4.667	0.707	0.471
三度提出司法請求與會商要求	5.0	3.333	0.0	0.471
坊間建議不可行	4.333	4.0	0.471	0.707
聲譽卓著的眾多資深大律師	6.5	5.333	0.5	0.471
下屬在不加思考分析下只懂附和奉承上司	3.0	5.0	0.0	0.0
我是不是不該讓老師寂寞繼續去	4.0	5.5	0.0	1.118
村裡人稱陳光誠相當倔強	5.0	4.0	1.414	2.16
在加上臺灣一面倒向美國	4.0	3.667	0.816	0.471
我來日本以後從來不跟支那人交往	3.333	5.667	0.471	0.471
最重要的不是甜言蜜語	6.0	5.0	1.0	0.0
凍結沒收美國在華資產	3.667	4.333	0.471	0.943
宋專門寫了一封電報給蔣經國	5.0	3.5	0.0	1.5
讓中共迅速壯大	4.0	4.0	0.707	2.55
你儘可安心與他同行	7.0	4.5	0.0	0.5
還有他是美人魚	5.6	3.6	0.49	2.154
內心其實瞧不起	4.0	5.5	0.0	2.5
說明你真是一個爛貨	2.4	7.5	0.49	0.5
手腳指都發炎了	3.4	4.5	0.49	0.5
由於在中國沒有建立統一完善憲政體制導致為了政權	3.667	5.333	0.471	0.471
勢力衝突而上演了空前歷史悲劇	2.4	7.0	0.49	1.225
她的東西經常被毀壞	3.75	3.6	0.433	1.855
他們兩邊都受騙	3.2	5.0	0.98	0.707
把學生們訓練成考試機器	3.0	4.0	0.707	1.414
抑鬱症也是精神病	5.0	4.0	0.0	0.0
總是在處於一定不明確的擔憂	3.333	4.667	0.471	1.886
多是政治投機犯	3.0	3.333	0.0	0.943
殘酷的黨內權力鬥爭	3.0	7.0	0.707	0.0
不必因缺錢而被驅逐	7.0	5.333	0.0	0.471
使她們在任何時候都能免於恐懼	6.333	5.333	0.471	0.471
如果你真的英明神武	4.333	6.0	0.471	0.0
當你們當中的感言者被關押酷刑時	3.5	4.0	0.5	1.0
讓生活更便利一點的小物	6.0	5.0	0.0	0.0
促成故事的分別在這裡	5.0	3.667	0.0	1.7
完全呈現當代關係的各種微妙觀察	5.6	5.5	0.49	1.118
各種偏執與需要被照顧到的情緒都有了清楚的面向	6.5	4.5	0.5	0.5
婚姻平權的戰鬥	5.0	5.0	0.0	2.739
容許法庭嚴懲釋出假新聞或資訊的個人及網路平臺	5.5	5.333	1.118	0.471
他們試圖將狹隘的	5.667	3.25	0.471	1.92
更不見有任何才智足堪替	3.6	4.25	0.49	1.299
胡錦濤去到哪就追到哪誓為李旺陽討回真相	5.0	5.0	0.0	2.757
這樣房價會下跌	5.0	5.0	1.0	1.0
連掩飾都不掩飾	3.333	6.0	0.471	1.633
是她的花招變更花俏	5.5	5.333	1.118	0.471
又要去看贊助孩子的才藝表演	5.5	5.667	1.118	0.471
說彭暴露了共畜主力	4.667	2.667	0.471	0.943
把日軍的進攻引到了共畜區	5.5	6.5	0.5	1.5
鼓動他人做烈士是居心叵測的	3.0	7.0	0.0	1.581
生孩子就有責任養育教育	6.0	4.0	0.0	2.449
川普挖苦奧巴馬	3.333	4.0	1.7	2.16
將鑰匙託付給在新疆關押上百萬穆斯林維吾爾人卻毫無悔意的政權	2.6	5.75	0.49	1.09
絕不承擔法律責任	5.0	5.75	0.0	2.861
萬一中美談判破裂	3.5	5.5	0.5	0.866
只是標準作業程式北韓在4日及9日二度無預警發射不明飛行物	3.6	5.0	0.49	2.0
即使美國把中國產品的關稅全部提升到1	4.333	6.0	0.471	1.633
普選給予人民選擇的基本權利	7.0	5.25	0.0	0.433
檯面上爭吵不斷的各國領導人	3.0	4.0	0.0	0.0
所有紛爭都能迎刃而解	7.0	5.75	0.0	0.433
吵架也是一種溝通	6.0	5.0	0.707	0.0
4成蘇格蘭保守黨選民	5.0	1.333	0.0	0.471
你就開始新一輪的論戰	5.0	4.0	0.707	2.55
不是給大家當休閒娛樂的	3.25	5.5	0.433	1.118
其次要擯除政治文明中的黨文化的謾罵攻擊	4.0	5.25	0.707	1.479
她@邊指責一邊清掃	4.0	5.5	0.0	0.5
究竟是否真的算是影史票房冠軍	5.0	5.667	0.816	0.471
我寧可花時間去遊說華腦	4.5	5.25	0.5	1.299
可以查到網站所有權已屬於基金會	5.0	2.0	0.0	0.707
1說是制度悲哀1說是人悲哀	4.0	4.667	0.816	0.471
這什麼奇妙的展開	6.0	6.5	0.0	0.866
不知道譴責劊子手	3.6	5.25	0.49	0.829
預算軟硬體建設等內政	5.0	2.5	0.0	1.118
形象吹的神勇無敵	5.0	5.0	1.0	0.0
一般人不易聽懂	4.5	5.0	0.5	0.0
站街的妓女看誰都是出來賣的	2.5	6.0	0.5	1.0
那麼高尚的是王	6.75	5.0	0.433	0.707
你是全世界最不齷齪的人	6.75	6.5	0.829	0.866
別拿出來丟人現眼了	3.0	6.667	0.816	0.471
嘴裡沒有一句話能讓人信服	3.0	6.5	0.0	0.5
而是純粹為了用自己的理論來諷刺	3.0	5.75	0.0	1.639
一個萬人唾棄的紅色通緝犯和一個被邊緣化的所謂	2.333	6.667	0.471	0.471
反而是老美假話都那麼可信	3.75	5.25	0.433	0.829
中國移動赴美開展業務被美否決	4.0	4.0	0.0	1.0
感覺政策還是有些極端了	4.0	6.0	0.0	0.0
連朝代國號都混亂不堪	3.0	7.0	0.894	0.707
近視眼感覺受到了冒犯	3.333	5.667	1.247	1.7
我們會加以重視的	6.6	5.75	0.49	1.299
可能我不經意的一句話依然會刺傷他人	3.0	6.0	0.0	0.0
而在那些讀書不少但學識不深的人看來	5.0	4.0	0.0	1.0
你翼望戲弄風吹	4.0	6.0	0.0	0.0
這本質上可能是厭世厭生	4.0	5.0	0.0	0.0
於社會倫理有悖	4.0	4.5	0.0	1.118
這是完全被剝奪了人權	2.75	7.2	0.433	1.6
也不會惡言相向	6.0	4.0	0.0	1.673
所謂拆除都是違建	4.5	5.0	0.5	2.0
已經快頂住高壓線塔了麼	4.5	4.0	0.5	2.121
一個被冤枉下獄的人	3.0	5.0	0.0	0.707
以迷信和烏托邦	4.0	4.0	0.0	1.0
即使是責備勸勉	4.5	6.0	0.5	0.0
有時他們罵得不中肯	4.0	5.0	0.816	0.816
是人體自動調節平衡所表現出的狀態	5.0	3.667	0.0	0.471
天天咒罵就能滅絕的	4.0	7.5	0.0	1.118
你們如果不饒恕別人	4.5	7.5	0.5	0.5
可見慶豐太監們只敢背後黑屁和下體升級性騷擾以及迫真自殺	2.5	6.0	0.5	0.0
我們在陳述的是你國人事實行為	4.75	5.0	0.433	0.707
他憂心忡忡地說	3.333	5.333	0.471	1.7
而政治保衛部更有監視和暗殺手段	4.0	5.2	0.0	1.6
這是老天爺在處罰臺灣人民嗎	3.5	6.0	0.5	1.414
色戒的一個缺憾	3.25	2.5	0.433	1.118
開啟一場美妙的約會	7.2	5.0	0.98	0.707
比小學生的智力都不如	2.5	7.333	0.5	0.943
獸醫一直說叫我們不要逗弄他	4.5	6.667	1.118	1.247
常常聽到的古典制約之類的	5.0	4.667	0.0	0.471
而且為什麼尹尋的動作這麼熟練啊	5.5	6.0	1.118	0.707
我過的怎樣還輪不上你插嘴	3.0	6.333	0.0	0.471
我爸爸癌症確診	3.25	5.2	0.433	2.04
我爺爺過世時我爸已經35歲了	5.0	1.667	0.0	0.943
只是做個適性測驗怎麼這麼難	4.25	6.5	0.433	0.5
但其實我期望以前的自己再更努力	5.5	5.8	0.866	0.98
從國中知道他是臺中人就覺得特別有親切感	6.333	5.0	0.471	1.414
純全可喜悅的旨意	7.0	6.333	0.0	1.247
盡情放肆盡情衝刺	6.75	6.4	0.433	1.744
我們何必苛責她	4.5	5.6	0.5	1.625
他富有我不覺得自己高攀	6.0	5.25	0.0	0.433
去遇見各種未知	6.5	5.75	0.5	1.09
被持槍搶劫130萬女官員	3.0	5.0	0.816	2.449
陰謀駕機外逃集團	3.0	6.0	1.414	0.816
並且像他自己一樣狂熱和棘手納粹	3.667	5.333	0.471	3.091
如果是我就玻璃心碎了	3.0	6.6	0.0	1.2
晚上一邊過敏發作狂噴嚏一邊洗嬰兒屁股以及唱歌講故事陪睡	4.0	5.333	0.0	0.471
還不是吝嗇金錢	3.0	5.0	0.0	1.414
什麼團體裡都有沒判斷力的人	3.25	6.25	0.433	1.09
顯然不可能化腐朽為神奇	4.0	4.6	0.0	1.2
就如同你信賴他嗎	5.0	4.333	0.0	2.357
是真的能夠撼動人心的	7.5	7.0	0.5	1.414
本週最令人印象深刻的一個概念	6.667	5.333	0.471	0.943
然而這些帖子非愚即惡卻是不爭的事實	3.0	6.0	0.0	0.707
美稱馬杜羅要流亡古巴	4.0	3.25	0.0	0.829
基本上任何涉及現實的文藝作品都能被粉蛆意淫歪曲	2.5	5.25	0.5	1.785
在豆瓣竟被拿來嘲弄日本	3.0	6.5	0.0	0.5
奴隸的祖輩一開始被奴役時	3.667	4.0	0.471	1.414
造假於一身的黑中藥企業會不會走向它應有的末日	4.0	5.667	0.0	0.943
真是顛覆了我的三觀	4.0	6.75	0.894	0.433
牠們才跪得心安理得	6.5	3.5	0.5	0.5
你的神精系統有故障嗎	4.0	6.25	0.0	0.829
每個人都須要被寬恕	7.0	4.667	0.707	0.471
是上帝給我們最美的恩典	7.5	6.25	0.5	0.829
這是不恰當的講道	3.4	5.5	0.49	1.118
同時持著刀筆次向被害人的心臟	3.0	3.75	0.0	1.299
狠心棄養自己的骨肉	2.6	6.0	0.49	0.894
還振振有詞不知羞愧	3.0	7.0	0.0	0.707
也隆重邀約不同語言	6.5	4.5	0.5	0.5
消耗的卡路里都白費了	3.6	5.2	0.49	1.47
願你照你的話憐憫我	3.333	5.0	0.471	2.16
虔誠無比的禱告無限	6.667	2.333	0.471	0.943
不瞭解他的性情	4.0	3.667	0.0	1.886
佛菩薩是最慈悲的	8.0	3.667	0.707	0.471
英國和美國共謀把色情視訊和教學視訊放在谷歌視訊檔案裡面	3.667	5.333	0.471	0.471
他為中國民主奮鬥了一生	7.0	5.0	0.0	0.0
這些祝賀安拉的使者	6.333	4.667	0.471	0.943
其中仁慈會下降的月份	4.0	2.0	0.0	0.0
真的是太可惡了	3.0	6.25	0.0	0.829
可以照著永恆生命	6.0	4.333	0.0	0.471
都會看見盼望與價值	7.0	5.5	0.707	0.5
都是出於施捨者	4.5	4.5	0.5	0.5
從前是我太任性太不爭氣	3.0	6.5	0.0	1.118
兩位主持人稱得上是令人敬佩的基督徒	7.0	4.5	0.0	2.5
華文世界的人能活得這樣體面	6.0	2.5	0.707	1.118
不一起慶生不代表我在你心中不重要	7.333	7.333	0.471	0.471
狀況極差的我在床上昏沉的度過一整天	3.0	4.5	0.0	0.866
蓮舫只會跟工作有關恩人	6.0	3.5	0.0	2.5
而且我很樂意給他們慈悲的最後一擊	5.5	6.0	1.118	1.225
只是妳得設法忽視他背後那根情緒反應變化既強烈又明顯的隱形尾巴	5.0	3.0	0.0	2.0
九份的旁支小巷就留待有空時自己獨遊品味吧	6.5	4.0	0.5	1.0
一切的一切都在適應中	5.333	3.5	0.471	2.598
原世界第八大奇跡	6.25	6.667	1.299	1.247
整排鞠躬傾斜的老房子	4.0	5.0	0.707	1.414
質樸踏實的鄰家型	6.6	5.0	0.49	0.707
本大小姐一向和藹可親	7.0	5.75	0.0	1.299
恭喜你出道1000天了	7.0	6.333	1.414	0.471
我又要讚美泰國電影	6.75	5.0	0.829	0.707
他真的是萬能的	8.333	5.5	0.471	1.118
也請霖粉們多多互助	7.0	6.0	0.707	0.0
或是閃光燈照出來效果總是讓人吃驚	6.0	5.5	0.0	0.5
附十合一專業寵物清理配件組	6.0	4.0	0.0	1.0
放過一遍後再也找不到二次回味的慾望	3.0	5.5	0.0	0.5
靠著諧音惡趣味來命名的建案	4.333	4.0	0.471	0.816
原因歸咎於只靠紅色權貴基因庫挑選	3.4	6.0	0.49	0.0
婚姻家庭制度本身就在瓦解中	3.6	5.0	0.49	0.707
唔會因為樣衰而有??做唔到	5.5	3.5	0.5	2.5
整個官僚機制和國民內鬥的齒輪咬合咬合	3.5	6.0	0.5	0.0
如果我們要清算他	4.0	6.333	0.816	0.471
要懂得在混沌中賦能自己	6.5	4.0	0.5	1.0
我看不懂把宗教理由推動的暴行	4.0	5.0	0.0	2.16
年民進黨空前大挫敗	3.0	6.5	0.0	0.866
支配與施暴的生活便隨即展開	3.0	5.0	0.0	0.707
覺得還是要努力維持跟改善	6.667	5.333	0.471	0.471
譬如酒駕騎車摔水溝昏迷	4.0	4.0	0.0	0.0
原來我有受虐的傾向嘛	4.75	6.75	0.433	1.479
讓臺灣幾乎倒退回數十年前的加工出口特區	3.0	5.0	0.707	0.0
一家旅店員工在客房發現三具屍體	3.0	4.0	0.0	2.0
和042的推特我能怎麼辦我也很絕望啊	3.0	6.0	0.816	2.16
我是百分百的深有同感	6.0	7.0	1.0	1.0
亞里斯多德為何會如此輕率做出老鼠是腐草生出來的	4.333	6.333	0.471	0.943
新的非人格化的父親	5.0	4.333	1.633	0.943
北韓頻試射武器全球70國敦促平壤棄核	4.667	6.333	1.247	1.7
慶富案錄音檔流出	4.5	5.5	0.5	1.5
而後顫抖著土下座道歉的我是今天的亮點	4.667	4.667	0.471	2.625
歡送臺華獎畢業生	6.6	5.5	0.49	1.118
反而在空中小姐歡呼簇擁下登機	8.0	7.0	0.0	0.0
歡聚在一起讚美神	7.0	6.0	0.0	0.707
底比斯最強大的神聖兵團	6.5	6.25	0.5	1.299
九天玄女等神從而增進宿命論中的姻緣	6.0	4.0	0.707	0.816
如果我果斷獨自沉澱	4.333	3.667	0.471	2.494
藍瓶乖乖聽話水	5.5	4.5	0.5	1.118
老經理特別囑咐要款待的美國青年和他神祕的英國戀人	6.0	5.0	0.0	1.414
這一次聖終於要開拓新地圖前往王城之外的地方了	7.0	5.4	0.0	1.855
但聖和團長的互動真是緩慢得讓人心焦急啊	3.5	6.5	0.5	0.866
是有什麼疾病麼	4.0	5.0	0.0	0.0
一方面說大陸壓迫世界衛生組織	3.0	6.0	0.707	0.816
一方面又說臺灣是國際讚譽的民主	5.4	3.8	1.2	1.6
這種女生的心思本來就無足輕重	4.333	5.333	0.471	1.247
這種陰影就可以用	5.4	3.6	0.49	2.059
為什麼貼紙出入境泰國順暢無比	4.5	5.5	0.5	0.5
凡得此症的人都以得病為榮	6.0	6.0	0.707	0.816
莫斯科製定作戰計劃	5.0	1.5	0.0	0.5
那是疑慮重重的時期	3.667	4.0	0.471	2.16
那是陽光普照的季節	7.0	4.5	0.0	0.866
就無所顧忌地開始胡鬧	3.0	5.333	0.0	0.471
雖然知道砲口應該要朝向上級	4.6	5.0	0.49	0.707
臺灣能存活下來只有靠靈活的外交	5.5	6.0	1.118	0.0
靠著間歇性斷食跟不怎麼碰含糖飲料	6.0	5.5	1.0	0.5
結果延期到下下下週了	3.25	5.4	0.433	1.2
這件褲子我把他掛在衣櫥裡當作警惕	4.75	4.2	0.829	2.315
為能捐獻高質量	6.0	4.0	1.0	0.816
太真誠的表達內心	6.5	4.4	0.866	2.245
不過偶爾也是要讓自己放鬆的噢	6.0	6.0	0.894	0.707
但是她的臉完全是純天然的	7.0	5.5	0.707	0.5
甜美清新會聊天	6.333	2.333	1.247	1.886
只有沒有錢跟賺不到錢跟很小氣的男森才會說人家拜金女	3.667	7.0	0.471	0.0
一旦中共霸佔臺灣	2.333	5.0	0.471	1.414
最多隻能享有動物權	5.75	4.75	0.433	0.829
此舉非常不明智	2.5	4.667	0.5	0.943
而不是伸手要福利	3.5	5.5	0.5	0.5
郭文貴的奇葩言論不僅一再讓華人寒心	3.4	5.5	0.49	0.866
在任意500米上突破後	6.0	4.333	0.0	2.494
除非生活遭到重大的變故才會中斷	3.0	4.5	0.0	2.5
母親為了孩子可以不顧一切	6.5	7.0	0.5	1.225
從追貓的勇猛來看	6.5	4.667	0.5	0.471
其實就一神經病	3.0	7.0	0.0	0.707
凍結龔仁心等四人職務	3.667	3.333	0.471	1.7
這不是信仰而是褻瀆神靈	3.0	6.75	0.0	0.829
看看這精美滴握手	7.0	4.75	0.0	0.433
瑞巖溪野生動物重要棲息環境	5.333	2.667	0.471	1.7
香港人要全部出來抗爭	5.5	6.0	1.118	0.816
擺出忠孝仁義和	4.5	6.0	0.5	0.707
你們的女神林昭能激勵你們什麼	3.75	6.5	0.829	1.5
這樣的人怎能被小恩小惠收買	3.6	5.75	0.49	0.433
於是我們看到生育率下降	3.5	4.0	0.5	0.0
不肖子孫談不上心理素質	2.667	7.333	0.943	1.7
但是之後又會很內疚	3.667	5.667	0.471	1.247
後徐被軍法處置後	4.6	3.8	0.49	0.98
又何必苦苦自責	3.75	5.5	0.433	0.5
才是造成你目前窘迫陰鬱懊悔心態的原因	3.333	5.667	0.471	0.471
眼淚還是止不住	4.25	6.0	0.829	1.581
應該也影響到了公司的名聲	3.6	6.0	0.49	0.0
虐童案引全臺公憤	2.5	7.5	0.5	1.5
論述周代的官樣文章和文網嚴密	5.0	3.0	0.0	1.414
八九個月了還不會自主入睡	4.0	5.0	0.0	0.894
結果丈母孃跑來干涉	3.6	5.5	0.49	0.5
回答問題說話有點分心	4.0	3.25	0.0	0.829
開始將資產分散轉移	5.0	3.0	0.707	2.0
醒來嗓子緊繃吐痰是黃紅色的	4.667	4.0	0.471	1.581
巴基斯坦一五星級酒店遭武裝突襲	3.0	3.75	0.894	0.829
某派主張壓制某派	4.5	5.5	0.5	0.5
雙普通電話並非突發事件	4.333	4.333	0.471	2.357
加上武力懸殊太大	4.667	3.25	0.471	1.785
換勾引肌肉直男原創的私信我就可以	6.0	6.0	1.0	1.0
看來我得再自我審查一下措辭	4.333	3.0	0.471	1.414
